"symbol","uniprot","ensembl","entrez","name"
"ARPC5L","Q9BPX5","ENSG00000136950",81873,"Actin-related protein 2/3 complex subunit 5-like protein"
"ARPC2","O15144","ENSG00000163466",10109,"Actin-related protein 2/3 complex subunit 2"
"ASCC3","Q8N3C0","ENSG00000112249",10973,"Activating signal cointegrator 1 complex subunit 3"
"ASPH","Q12797","ENSG00000198363",444,"Aspartyl/asparaginyl beta-hydroxylase"
"ATP2A2","P16615","ENSG00000174437",488,"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2"
"ATP5F1A","P25705","ENSG00000152234",498,"ATP synthase subunit alpha, mitochondrial"
"ATP5F1A","P25705","ENSG00000152234",498,"ATP synthase subunit alpha, mitochondrial"
"ATP5F1B","P06576","ENSG00000110955",506,"ATP synthase subunit beta, mitochondrial"
"ATP5MF","P56134","ENSG00000241468",9551,"ATP synthase subunit f, mitochondrial"
"AURKB","Q96GD4","ENSG00000178999",9212,"Aurora kinase B"
"CEP131","Q9UPN4","ENSG00000141577",22994,"Centrosomal protein of 131 kDa"
"BAG2","O95816","ENSG00000112208",9532,"BAG family molecular chaperone regulator 2"
"DUS4L-BCAP29","Q9UHQ4","ENSG00000288558",115253422,"B-cell receptor-associated protein 29"
"BCAP31","P51572","ENSG00000185825",10134,"B-cell receptor-associated protein 31"
"BRD9","Q9H8M2","ENSG00000028310",65980,"Bromodomain-containing protein 9"
"BYSL","Q13895","ENSG00000112578",705,"Bystin"
"CANX","P27824","ENSG00000283777",821,"Calnexin"
"CAPRIN1","Q14444","ENSG00000135387",4076,"Caprin-1"
"CAPZA2","P47755","ENSG00000198898",830,"F-actin-capping protein subunit alpha-2"
"CBX3","Q13185","ENSG00000122565",11335,"Chromobox protein homolog 3"
"CCDC86","Q9H6F5","ENSG00000110104",79080,"Coiled-coil domain-containing protein 86"
"CCNK","O75909","ENSG00000090061",8812,"Cyclin-K"
"CDK11A","Q9UQ88","ENSG00000008128",728642,"Cyclin-dependent kinase 11A"
"CDK11B","P21127","ENSG00000248333",984,"Cyclin-dependent kinase 11B"
"CD2BP2","O95400","ENSG00000169217",10421,"CD2 antigen cytoplasmic tail-binding protein 2"
"CDK13","Q14004","ENSG00000065883",8621,"Cyclin-dependent kinase 13"
"CEBPZ","Q03701","ENSG00000115816",10153,"CCAAT/enhancer-binding protein zeta"
"CENPQ","Q7L2Z9","ENSG00000031691",55166,"Centromere protein Q"
"CFTR","P13569","ENSG00000001626",1080,"Cystic fibrosis transmembrane conductance regulator"
"CFTR","P13569","ENSG00000001626",1080,"Cystic fibrosis transmembrane conductance regulator"
"C8orf33","Q9H7E9","ENSG00000182307",65265,"UPF0488 protein C8orf33"
"C8orf33","Q9H7E9","ENSG00000182307",65265,"UPF0488 protein C8orf33"
"HSPD1","P10809","ENSG00000144381",3329,"60 kDa heat shock protein, mitochondrial"
"CHCHD3","Q9NX63","ENSG00000106554",54927,"MICOS complex subunit MIC19"
"CHD2","O14647","ENSG00000173575",1106,"Chromodomain-helicase-DNA-binding protein 2"
"CHERP","Q8IWX8","ENSG00000085872",10523,"Calcium homeostasis endoplasmic reticulum protein"
"CHPF2","Q9P2E5","ENSG00000033100",54480,"Chondroitin sulfate glucuronyltransferase"
"CHTOP","Q9Y3Y2","ENSG00000160679",26097,"Chromatin target of PRMT1 protein"
"CHTOP","Q9Y3Y2","ENSG00000160679",26097,"Chromatin target of PRMT1 protein"
"CGN","Q9P2M7","ENSG00000143375",57530,"Cingulin"
"CIRBP","Q14011","ENSG00000099622",1153,"Cold-inducible RNA-binding protein"
"CKAP2","Q8WWK9","ENSG00000136108",26586,"Cytoskeleton-associated protein 2"
"C3","P01024","ENSG00000125730",718,"Complement C3"
"C5","P01031","ENSG00000106804",727,"Complement C5"
"COL5A1","P20908","ENSG00000130635",1289,"Collagen alpha-1(V) chain"
"C6","P13671","ENSG00000039537",729,"Complement component C6"
"C9","P02748","ENSG00000113600",735,"Complement component C9"
"COPA","P53621","ENSG00000122218",1314,"Coatomer subunit alpha"
"COPE","O14579","ENSG00000105669",11316,"Coatomer subunit epsilon"
"CORO1C","Q9ULV4","ENSG00000110880",23603,"Coronin-1C"
"CFAP20","Q9Y6A4","ENSG00000070761",29105,"Cilia- and flagella-associated protein 20"
"CPSF6","Q16630","ENSG00000111605",11052,"Cleavage and polyadenylation specificity factor subunit 6"
"CPSF7","Q8N684","ENSG00000149532",79869,"Cleavage and polyadenylation specificity factor subunit 7"
"CSNK2A1","P68400","ENSG00000101266",1457,"Casein kinase II subunit alpha"
"CCN1","O00622","ENSG00000142871",3491,"CCN family member 1"
"SPECC1L","Q69YQ0","ENSG00000100014",23384,"Cytospin-A"
"SPECC1","Q5M775","ENSG00000128487",92521,"Cytospin-B"
"DAAM1","Q9Y4D1","ENSG00000100592",23002,"Disheveled-associated activator of morphogenesis 1"
"DDB1","Q16531","ENSG00000167986",1642,"DNA damage-binding protein 1"
"DDX17","Q92841","ENSG00000100201",10521,"Probable ATP-dependent RNA helicase DDX17"
"DDX23","Q9BUQ8","ENSG00000174243",9416,"Probable ATP-dependent RNA helicase DDX23"
"DDX3X","O00571","ENSG00000215301",1654,"ATP-dependent RNA helicase DDX3X"
"DDX41","Q9UJV9","ENSG00000183258",51428,"Probable ATP-dependent RNA helicase DDX41"
"DDX46","Q7L014","ENSG00000145833",9879,"Probable ATP-dependent RNA helicase DDX46"
"DDX47","Q9H0S4","ENSG00000213782",51202,"Probable ATP-dependent RNA helicase DDX47"
"DDX60","Q8IY21","ENSG00000137628",55601,"Probable ATP-dependent RNA helicase DDX60"
"DDX60L","Q5H9U9","ENSG00000181381",91351,"Probable ATP-dependent RNA helicase DDX60-like"
"DECR1","Q16698","ENSG00000104325",1666,"2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial"
"DHX57","Q6P158","ENSG00000163214",90957,"Putative ATP-dependent RNA helicase DHX57"
"DNAJB11","Q9UBS4","ENSG00000090520",51726,"DnaJ homolog subfamily B member 11"
"DNAJB12","Q9NXW2","ENSG00000148719",54788,"DnaJ homolog subfamily B member 12"
"DNAJC21","Q5F1R6","ENSG00000168724",134218,"DnaJ homolog subfamily C member 21"
"DLGAP5","Q15398","ENSG00000126787",9787,"Disks large-associated protein 5"
"DNAJA1","P31689","ENSG00000086061",3301,"DnaJ homolog subfamily A member 1"
"DNAJA3","Q96EY1","ENSG00000276726",9093,"DnaJ homolog subfamily A member 3, mitochondrial"
"DNAJC9","Q8WXX5","ENSG00000213551",23234,"DnaJ homolog subfamily C member 9"
"DPF1","Q92782","ENSG00000011332",8193,"Zinc finger protein neuro-d4"
"DPM1","O60762","ENSG00000000419",8813,"Dolichol-phosphate mannosyltransferase subunit 1"
"DBN1","Q16643","ENSG00000113758",1627,"Drebrin"
"DRG1","Q9Y295","ENSG00000185721",4733,"Developmentally-regulated GTP-binding protein 1"
"DHRS7B","Q6IAN0","ENSG00000109016",25979,"Dehydrogenase/reductase SDR family member 7B"
"ADAR","P55265","ENSG00000160710",103,"Double-stranded RNA-specific adenosine deaminase"
"DYNC1H1","Q14204","ENSG00000197102",1778,"Cytoplasmic dynein 1 heavy chain 1"
"DYSF","O75923","ENSG00000135636",8291,"Dysferlin"
"DST","Q03001","ENSG00000151914",667,"Dystonin"
"EPB41L5","Q9HCM4","ENSG00000115109",57669,"Band 4.1-like protein 5"
"HADHA","P40939","ENSG00000084754",3030,"Trifunctional enzyme subunit alpha, mitochondrial"
"HADHB","P55084","ENSG00000138029",3032,"Trifunctional enzyme subunit beta, mitochondrial"
"ECT2","Q9H8V3","ENSG00000114346",1894,"Protein ECT2"
"EEF2","P13639","ENSG00000167658",1938,"Elongation factor 2"
"EIF3B","P55884","ENSG00000106263",8662,"Eukaryotic translation initiation factor 3 subunit B"
"EIF3F","O00303","ENSG00000175390",8665,"Eukaryotic translation initiation factor 3 subunit F"
"EIF3L","Q9Y262","ENSG00000100129",51386,"Eukaryotic translation initiation factor 3 subunit L"
"EIF3L","Q9Y262","ENSG00000100129",51386,"Eukaryotic translation initiation factor 3 subunit L"
"EMD","P50402","ENSG00000102119",2010,"Emerin"
"EP400","Q96L91","ENSG00000183495",57634,"E1A-binding protein p400"
"ERH","P84090","ENSG00000100632",2079,"Enhancer of rudimentary homolog"
"ERLIN1","O75477","ENSG00000107566",10613,"Erlin-1"
"ESYT2","A0FGR8","ENSG00000117868",57488,"Extended synaptotagmin-2"
"EVPL","Q92817","ENSG00000167880",2125,"Envoplakin"
"EXOSC1","Q9Y3B2","ENSG00000171311",51013,"Exosome complex component CSL4"
"EXOSC3","Q9NQT5","ENSG00000107371",51010,"Exosome complex component RRP40"
"EXOSC3","Q9NQT5","ENSG00000107371",51010,"Exosome complex component RRP40"
"EXOSC4","Q9NPD3","ENSG00000178896",54512,"Exosome complex component RRP41"
"EXOSC7","Q15024","ENSG00000075914",23016,"Exosome complex component RRP42"
"EXOSC8","Q96B26","ENSG00000120699",11340,"Exosome complex component RRP43"
"EXOSC10","Q01780","ENSG00000171824",5394,"Exosome component 10"
"FAM111A","Q96PZ2","ENSG00000166801",63901,"Serine protease FAM111A"
"FAM111B","Q6SJ93","ENSG00000189057",374393,"Serine protease FAM111B"
"FAM207A","Q9NSI2","ENSG00000160256",85395,"Protein FAM207A"
"FAM91A1","Q658Y4","ENSG00000176853",157769,"Protein FAM91A1"
"FAM83H","Q6ZRV2","ENSG00000273889",286077,"Protein FAM83H"
"FAF2","Q96CS3","ENSG00000113194",23197,"FAS-associated factor 2"
"FEN1","P39748","ENSG00000168496",2237,"Flap endonuclease 1"
"FN1","P02751","ENSG00000115414",2335,"Fibronectin"
"FLNA","P21333","ENSG00000196924",2316,"Filamin-A"
"FRG1","Q14331","ENSG00000275145",2483,"Protein FRG1"
"FRMD6","Q96NE9","ENSG00000139926",122786,"FERM domain-containing protein 6"
NA,NA,NA,NA,NA
"GSN","P06396","ENSG00000148180",2934,"Gelsolin"
"GEN1","Q17RS7","ENSG00000178295",348654,"Flap endonuclease GEN homolog 1"
"GIT2","Q14161","ENSG00000139436",9815,"ARF GTPase-activating protein GIT2"
"GNL3","Q9BVP2","ENSG00000163938",26354,"Guanine nucleotide-binding protein-like 3"
"GPATCH2","Q9NW75","ENSG00000092978",55105,"G patch domain-containing protein 2"
NA,"Q5T3I0",NA,NA,"G patch domain-containing protein 4"
"HSPA9","P38646","ENSG00000113013",3313,"Stress-70 protein, mitochondrial"
"HSPA5","P11021","ENSG00000044574",3309,"Endoplasmic reticulum chaperone BiP"
"GRWD1","Q9BQ67","ENSG00000105447",83743,"Glutamate-rich WD repeat-containing protein 1"
NA,NA,NA,NA,NA
"GTPBP1","O00178","ENSG00000100226",9567,"GTP-binding protein 1"
"GULP1","Q9UBP9","ENSG00000144366",51454,"PTB domain-containing engulfment adapter protein 1"
"H2AC4","P04908","ENSG00000278463",8335,"Histone H2A type 1-B/E"
"H2AW","Q7L7L0","ENSG00000284841",92815,"Histone H2A type 3"
"H2AZ2","Q71UI9","ENSG00000105968",94239,"Histone H2A.V"
"H2AZ2","Q71UI9","ENSG00000105968",94239,"Histone H2A.V"
"H2AZ1","P0C0S5","ENSG00000164032",3015,"Histone H2A.Z"
"H2BC9","Q93079","ENSG00000275713",8345,"Histone H2B type 1-H"
"H2BC12","O60814","ENSG00000197903",85236,"Histone H2B type 1-K"
"H2BC13","Q99880","ENSG00000185130",8340,"Histone H2B type 1-L"
"H2BC15","Q99877","ENSG00000233822",8341,"Histone H2B type 1-N"
"H2BC18","Q5QNW6","ENSG00000203814",440689,"Histone H2B type 2-F"
"H2BC18","Q5QNW6","ENSG00000203814",440689,"Histone H2B type 2-F"
"H3-3B","P84243","ENSG00000132475",3021,"Histone H3.3"
"HBA2","P69905","ENSG00000188536",3040,"Hemoglobin subunit alpha"
"HELZ2","Q9BYK8","ENSG00000130589",85441,"Helicase with zinc finger domain 2"
"HERC5","Q9UII4","ENSG00000138646",51191,"E3 ISG15--protein ligase HERC5"
"HNRNPDL","O14979","ENSG00000152795",9987,"Heterogeneous nuclear ribonucleoprotein D-like"
"HNRNPH3","P31942","ENSG00000096746",3189,"Heterogeneous nuclear ribonucleoprotein H3"
"SYNCRIP","O60506","ENSG00000135316",10492,"Heterogeneous nuclear ribonucleoprotein Q"
"HP1BP3","Q5SSJ5","ENSG00000127483",50809,"Heterochromatin protein 1-binding protein 3"
"HSP90AA1","P07900","ENSG00000080824",3320,"Heat shock protein HSP 90-alpha"
"HSP90AB1","P08238","ENSG00000096384",3326,"Heat shock protein HSP 90-beta"
NA,NA,NA,NA,NA
"HSPA8","P11142","ENSG00000109971",3312,"Heat shock cognate 71 kDa protein"
"HSPB1","P04792","ENSG00000106211",3315,"Heat shock protein beta-1"
"EIF5B","O60841","ENSG00000158417",9669,"Eukaryotic translation initiation factor 5B"
"EIF4A1","P60842","ENSG00000161960",1973,"Eukaryotic initiation factor 4A-I"
"EIF4A3","P38919","ENSG00000141543",9775,"Eukaryotic initiation factor 4A-III"
"EIF4G1","Q04637","ENSG00000114867",1981,"Eukaryotic translation initiation factor 4 gamma 1"
"EIF4G2","P78344","ENSG00000110321",1982,"Eukaryotic translation initiation factor 4 gamma 2"
"ILF3","Q12906","ENSG00000129351",3609,"Interleukin enhancer-binding factor 3"
"IMPDH1","P20839","ENSG00000106348",3614,"Inosine-5'-monophosphate dehydrogenase 1"
"IMMT","Q16891","ENSG00000132305",10989,"MICOS complex subunit MIC60"
"INCENP","Q9NQS7","ENSG00000149503",3619,"Inner centromere protein"
"IQGAP1","P46940","ENSG00000140575",8826,"Ras GTPase-activating-like protein IQGAP1"
"IQGAP3","Q86VI3","ENSG00000183856",128239,"Ras GTPase-activating-like protein IQGAP3"
NA,NA,NA,NA,NA
"KRT19","P08727","ENSG00000171345",3880,"Keratin, type I cytoskeletal 19"
"CSNK1A1","P48729","ENSG00000113712",1452,"Casein kinase I isoform alpha"
"CSNK1D","P48730","ENSG00000141551",1453,"Casein kinase I isoform delta"
"KHDRBS1","Q07666","ENSG00000121774",10657,"KH domain-containing, RNA-binding, signal transduction-associated protein 1"
"KIF14","Q15058","ENSG00000118193",9928,"Kinesin-like protein KIF14"
"KIF23","Q02241","ENSG00000137807",9493,"Kinesin-like protein KIF23"
"KIF2A","O00139","ENSG00000068796",3796,"Kinesin-like protein KIF2A"
"KIF2C","Q99661","ENSG00000142945",11004,"Kinesin-like protein KIF2C"
"KTN1","Q86UP2","ENSG00000126777",3895,"Kinectin"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"C19orf53","Q9UNZ5","ENSG00000104979",28974,"Leydig cell tumor 10 kDa protein homolog"
"LACTB","P83111","ENSG00000103642",114294,"Serine beta-lactamase-like protein LACTB, mitochondrial"
"LAMA5","O15230","ENSG00000130702",3911,"Laminin subunit alpha-5"
"LAMB1","P07942","ENSG00000091136",3912,"Laminin subunit beta-1"
"LAMC1","P11047","ENSG00000135862",3915,"Laminin subunit gamma-1"
"TMPO","P42166","ENSG00000120802",7112,"Lamina-associated polypeptide 2, isoform alpha"
"LARP4B","Q92615","ENSG00000107929",23185,"La-related protein 4B"
"LARP4","Q71RC2","ENSG00000161813",113251,"La-related protein 4"
"LARP4","Q71RC2","ENSG00000161813",113251,"La-related protein 4"
"LUC7L3","O95232","ENSG00000108848",51747,"Luc7-like protein 3"
"LIMA1","Q9UHB6","ENSG00000050405",51474,"LIM domain and actin-binding protein 1"
"LIMCH1","Q9UPQ0","ENSG00000064042",22998,"LIM and calponin homology domains-containing protein 1"
"LLPH","Q9BRT6","ENSG00000139233",84298,"Protein LLP homolog"
"LMO7","Q8WWI1","ENSG00000136153",4008,"LIM domain only protein 7"
NA,"Q9UN81",NA,NA,"LINE-1 retrotransposable element ORF1 protein"
"LRRFIP2","Q9Y608","ENSG00000093167",9209,"Leucine-rich repeat flightless-interacting protein 2"
"LSM14A","Q8ND56","ENSG00000262860",26065,"Protein LSM14 homolog A"
"LSG1","Q9H089","ENSG00000041802",55341,"Large subunit GTPase 1 homolog"
"LUZP1","Q86V48","ENSG00000169641",7798,"Leucine zipper protein 1"
"LYAR","Q9NX58","ENSG00000145220",55646,"Cell growth-regulating nucleolar protein"
"SLC25A11","Q02978","ENSG00000108528",8402,"Mitochondrial 2-oxoglutarate/malate carrier protein"
"MAP4K4","O95819","ENSG00000071054",9448,"Mitogen-activated protein kinase kinase kinase kinase 4"
"MAN2A1","Q16706","ENSG00000112893",4124,"Alpha-mannosidase 2"
"MAP7D3","Q8IWC1","ENSG00000129680",79649,"MAP7 domain-containing protein 3"
"MAGT1","Q9H0U3","ENSG00000102158",84061,"Magnesium transporter protein 1"
"MAP4","P27816","ENSG00000047849",4134,"Microtubule-associated protein 4"
"MAP7","Q14244","ENSG00000135525",9053,"Ensconsin"
"MARK3","P27448","ENSG00000075413",4140,"MAP/microtubule affinity-regulating kinase 3"
"EEF1E1","O43324","ENSG00000124802",9521,"Eukaryotic translation elongation factor 1 epsilon-1"
"MCM5","P33992","ENSG00000100297",4174,"DNA replication licensing factor MCM5"
"MFAP1","P55081","ENSG00000140259",4236,"Microfibrillar-associated protein 1"
"MGAT1","P26572","ENSG00000131446",4245,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"
"MISP","Q8IVT2","ENSG00000099812",126353,"Mitotic interactor and substrate of PLK1"
"C1orf35","Q9BU76","ENSG00000143793",79169,"Multiple myeloma tumor-associated protein 2"
"SLC25A3","Q00325","ENSG00000075415",5250,"Phosphate carrier protein, mitochondrial"
"MPRIP","Q6WCQ1","ENSG00000133030",23164,"Myosin phosphatase Rho-interacting protein"
"CDC42BPB","Q9Y5S2","ENSG00000198752",9578,"Serine/threonine-protein kinase MRCK beta"
"MROH2B","Q7Z745","ENSG00000171495",133558,"Maestro heat-like repeat-containing protein family member 2B"
NA,NA,NA,NA,NA
"MRTO4","Q9UKD2","ENSG00000053372",51154,"mRNA turnover protein 4 homolog"
"MTCH1","Q9NZJ7","ENSG00000137409",23787,"Mitochondrial carrier homolog 1"
"MTSS2","Q765P7","ENSG00000132613",92154,"Protein MTSS 2"
"MYEF2","Q9P2K5","ENSG00000104177",50804,"Myelin expression factor 2"
"MYH13","Q9UKX3","ENSG00000006788",8735,"Myosin-13"
"MYH14","Q7Z406","ENSG00000105357",79784,"Myosin-14"
"MYH15","Q9Y2K3","ENSG00000144821",22989,"Myosin-15"
"MYH3","P11055","ENSG00000109063",4621,"Myosin-3"
"MYH9","P35579","ENSG00000100345",4627,"Myosin-9"
"MYO1A","Q9UBC5","ENSG00000166866",4640,"Unconventional myosin-Ia"
"MYO1C","O00159","ENSG00000197879",4641,"Unconventional myosin-Ic"
"MYO1F","O00160","ENSG00000142347",4542,"Unconventional myosin-If"
"MYO5A","Q9Y4I1","ENSG00000197535",4644,"Unconventional myosin-Va"
"MYO5B","Q9ULV0","ENSG00000167306",4645,"Unconventional myosin-Vb"
"PPP1R12A","O14974","ENSG00000058272",4659,"Protein phosphatase 1 regulatory subunit 12A"
"NAA40","Q86UY6","ENSG00000110583",79829,"N-alpha-acetyltransferase 40"
"NAV1","Q8NEY1","ENSG00000134369",89796,"Neuron navigator 1"
"NCOA3","Q9Y6Q9","ENSG00000124151",8202,"Nuclear receptor coactivator 3"
"NDUFA7","O95182","ENSG00000267855",4701,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7"
"NDUFA8","P51970","ENSG00000119421",4702,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8"
"NDUFA9","Q16795","ENSG00000139180",4704,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial"
"NDUFA13","Q9P0J0","ENSG00000186010",51079,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13"
"NDUFB4","O95168","ENSG00000065518",4710,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4"
"NDUFB10","O96000","ENSG00000140990",4716,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10"
"NDUFS1","P28331","ENSG00000283447",4719,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial"
"NDUFS3","O75489","ENSG00000285387",4722,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial"
"NDUFV1","P49821","ENSG00000167792",4723,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial"
"NEB","P20929","ENSG00000183091",4703,"Nebulin"
"NEMF","O60524","ENSG00000165525",9147,"Nuclear export mediator factor NEMF"
"NFX1","Q12986","ENSG00000086102",4799,"Transcriptional repressor NF-X1"
"NHP2","Q9NX24","ENSG00000145912",55651,"H/ACA ribonucleoprotein complex subunit 2"
"NIPBL","Q6KC79","ENSG00000164190",25836,"Nipped-B-like protein"
"NKAP","Q8N5F7","ENSG00000101882",79576,"NF-kappa-B-activating protein"
"NKRF","O15226","ENSG00000186416",55922,"NF-kappa-B-repressing factor"
"NOC3L","Q8WTT2","ENSG00000173145",64318,"Nucleolar complex protein 3 homolog"
"NOL6","Q9H6R4","ENSG00000165271",65083,"Nucleolar protein 6"
"NOL7","Q9UMY1","ENSG00000225921",51406,"Nucleolar protein 7"
"NOM1","Q5C9Z4","ENSG00000146909",64434,"Nucleolar MIF4G domain-containing protein 1"
"NOP14","P78316","ENSG00000087269",8602,"Nucleolar protein 14"
"NOP16","Q9Y3C1","ENSG00000048162",51491,"Nucleolar protein 16"
"NOP9","Q86U38","ENSG00000285326",161424,"Nucleolar protein 9"
"NAP1L1","P55209","ENSG00000187109",4673,"Nucleosome assembly protein 1-like 1"
"NPM1","P06748","ENSG00000181163",4869,"Nucleophosmin"
"NUFIP2","Q7Z417","ENSG00000108256",57532,"Nuclear fragile X mental retardation-interacting protein 2"
"NUMA1","Q14980","ENSG00000137497",4926,"Nuclear mitotic apparatus protein 1"
"NUMB","P49757","ENSG00000133961",8650,"Protein numb homolog"
"NUSAP1","Q9BXS6","ENSG00000137804",51203,"Nucleolar and spindle-associated protein 1"
"OASL","Q15646","ENSG00000135114",8638,"2'-5'-oligoadenylate synthase-like protein"
"OTUD4","Q01804","ENSG00000164164",54726,"OTU domain-containing protein 4"
"POM121C","A8CG34","ENSG00000272391",100101267,"Nuclear envelope pore membrane protein POM 121C"
"PABPC3","Q9H361","ENSG00000151846",5042,"Polyadenylate-binding protein 3"
"PABPC4","Q13310","ENSG00000090621",8761,"Polyadenylate-binding protein 4"
"SERPINE1","P05121","ENSG00000106366",5054,"Plasminogen activator inhibitor 1"
"SERPINE1","P05121","ENSG00000106366",5054,"Plasminogen activator inhibitor 1"
"MTPAP","Q9NVV4","ENSG00000107951",55149,"Poly(A) RNA polymerase, mitochondrial"
"PBRM1","Q86U86","ENSG00000163939",55193,"Protein polybromo-1"
"P4HB","P07237","ENSG00000185624",5034,"Protein disulfide-isomerase"
"POLDIP3","Q9BY77","ENSG00000100227",84271,"Polymerase delta-interacting protein 3"
"PELP1","Q8IZL8","ENSG00000141456",27043,"Proline-, glutamic acid- and leucine-rich protein 1"
"GIGYF2","Q6Y7W6","ENSG00000204120",26058,"GRB10-interacting GYF protein 2"
"PGAM5","Q96HS1","ENSG00000247077",192111,"Serine/threonine-protein phosphatase PGAM5, mitochondrial"
"PHC2","Q8IXK0","ENSG00000134686",1912,"Polyhomeotic-like protein 2"
"PHF3","Q92576","ENSG00000118482",23469,"PHD finger protein 3"
"PHF6","Q8IWS0","ENSG00000156531",84295,"PHD finger protein 6"
"PHF6","Q8IWS0","ENSG00000156531",84295,"PHD finger protein 6"
"PHLDB2","Q86SQ0","ENSG00000144824",90102,"Pleckstrin homology-like domain family B member 2"
"PLEKHA5","Q9HAU0","ENSG00000052126",54477,"Pleckstrin homology domain-containing family A member 5"
"PKP2","Q99959","ENSG00000057294",5318,"Plakophilin-2"
"PKP3","Q9Y446","ENSG00000184363",11187,"Plakophilin-3"
"PLEC","Q15149","ENSG00000178209",5339,"Plectin"
"PNPLA6","Q8IY17","ENSG00000032444",10908,"Patatin-like phospholipase domain-containing protein 6"
"POP1","Q99575","ENSG00000104356",10940,"Ribonucleases P/MRP protein subunit POP1"
"PPP1CA","P62136","ENSG00000172531",5499,"Serine/threonine-protein phosphatase PP1-alpha catalytic subunit"
"PPP1CC","P36873","ENSG00000186298",5501,"Serine/threonine-protein phosphatase PP1-gamma catalytic subunit"
"PPP1R10","Q96QC0","ENSG00000230995",5514,"Serine/threonine-protein phosphatase 1 regulatory subunit 10"
"PPIG","Q13427","ENSG00000138398",9360,"Peptidyl-prolyl cis-trans isomerase G"
"PRPF38B","Q5VTL8","ENSG00000134186",55119,"Pre-mRNA-splicing factor 38B"
"PRPF40A","O75400","ENSG00000196504",55660,"Pre-mRNA-processing factor 40 homolog A"
"PRRC2A","P48634","ENSG00000231370",7916,"Protein PRRC2A"
"PRRC2C","Q9Y520","ENSG00000117523",23215,"Protein PRRC2C"
"PRKRA","O75569","ENSG00000180228",8575,"Interferon-inducible double-stranded RNA-dependent protein kinase activator A"
"PRPF31","Q8WWY3","ENSG00000275885",26121,"U4/U6 small nuclear ribonucleoprotein Prp31"
"PRPF6","O94906","ENSG00000101161",24148,"Pre-mRNA-processing factor 6"
"PSPC1","Q8WXF1","ENSG00000121390",55269,"Paraspeckle component 1"
"PTBP3","O95758","ENSG00000119314",9991,"Polypyrimidine tract-binding protein 3"
"PTCD3","Q96EY7","ENSG00000132300",55037,"Pentatricopeptide repeat domain-containing protein 3, mitochondrial"
"PXDN","Q92626","ENSG00000130508",7837,"Peroxidasin homolog"
"RAB10","P61026","ENSG00000084733",10890,"Ras-related protein Rab-10"
