"symbol","uniprot","ensembl","entrez","name","score","nsirna"
"ACOT11","Q8WXI4","ENSG00000162390",26027,"Acyl-coenzyme A thioesterase 11",-0.334394940563816,2
"ACOT12","Q8WYK0","ENSG00000172497",134526,"Acetyl-coenzyme A thioesterase",0.00792823961542899,3
"ACOT13","Q9NPJ3","ENSG00000112304",55856,"Acyl-coenzyme A thioesterase 13",0.285764831621349,3
"ACOT2","P49753","ENSG00000119673",10965,"Acyl-coenzyme A thioesterase 2, mitochondrial",-0.420690007407365,2
"ACOT4","Q8N9L9","ENSG00000177465",122970,"Peroxisomal succinyl-coenzyme A thioesterase",1.2465880300634,2
"ACOT7","O00154","ENSG00000097021",11332,"Cytosolic acyl coenzyme A thioester hydrolase",-0.223451010988357,2
"ACOT8","O14734","ENSG00000101473",10005,"Acyl-coenzyme A thioesterase 8",0.279497295126015,2
"ACOT9","Q9Y305","ENSG00000123130",23597,"Acyl-coenzyme A thioesterase 9, mitochondrial",0.117525937556615,2
"ACOX1","Q15067","ENSG00000161533",51,"Peroxisomal acyl-coenzyme A oxidase 1",0.205538496005469,3
"ACOX2","Q99424","ENSG00000168306",8309,"Peroxisomal acyl-coenzyme A oxidase 2",-0.235710760392943,3
"ACOX3","O15254","ENSG00000087008",8310,"Peroxisomal acyl-coenzyme A oxidase 3",0.551289904117957,3
"ACOXL","Q9NUZ1","ENSG00000153093",55289,"Acyl-coenzyme A oxidase-like protein",0.660021015247563,2
"ACP1","P24666","ENSG00000143727",52,"Low molecular weight phosphotyrosine protein phosphatase",0.394370183548728,3
"ACP2","P11117","ENSG00000134575",53,"Lysosomal acid phosphatase",-0.364053497147164,3
"ACP5","P13686","ENSG00000102575",54,"Tartrate-resistant acid phosphatase type 5",-0.0475854775793942,3
"ACP6","Q9NPH0","ENSG00000162836",51205,"Lysophosphatidic acid phosphatase type 6",0.410691204715059,3
"ACP3","P15309","ENSG00000014257",55,"Prostatic acid phosphatase",-0.223644492353756,2
"ACP4","Q9BZG2","ENSG00000142513",93650,"Testicular acid phosphatase",0.10074139876999,3
"ACR","P10323","ENSG00000283539",49,"Acrosin",0.0771773279547533,3
"ACSBG2","Q5FVE4","ENSG00000130377",81616,"Long-chain-fatty-acid--CoA ligase ACSBG2",1.15065810700782,2
"ACSL1","P33121","ENSG00000151726",2180,"Long-chain-fatty-acid--CoA ligase 1",0.246345272549158,3
"ACSL3","O95573","ENSG00000123983",2181,"Long-chain-fatty-acid--CoA ligase 3",0.955125157895369,1
"ACSL4","O60488","ENSG00000068366",2182,"Long-chain-fatty-acid--CoA ligase 4",0.0157455210550432,3
"ACSL5","Q9ULC5","ENSG00000197142",51703,"Long-chain-fatty-acid--CoA ligase 5",-0.145084724201014,2
"ACSL6","Q9UKU0","ENSG00000164398",23305,"Long-chain-fatty-acid--CoA ligase 6",0.393361646209727,2
"ACSM1","Q08AH1","ENSG00000166743",116285,"Acyl-coenzyme A synthetase ACSM1, mitochondrial",-0.0311858783709935,2
"ACSM2B","Q68CK6","ENSG00000066813",348158,"Acyl-coenzyme A synthetase ACSM2B, mitochondrial",-0.1085219151064,2
"ACSS1","Q9NUB1","ENSG00000154930",84532,"Acetyl-coenzyme A synthetase 2-like, mitochondrial",0.254591877053891,2
"ACSS2","Q9NR19","ENSG00000131069",55902,"Acetyl-coenzyme A synthetase, cytoplasmic",0.176506156400715,2
"ACTA1","P68133","ENSG00000143632",58,"Actin, alpha skeletal muscle",0.56887818434452,2
"ACTA2","P62736","ENSG00000107796",59,"Actin, aortic smooth muscle",0.0681354785573145,2
"ACTB","P60709","ENSG00000075624",60,"Actin, cytoplasmic 1",0.185430812278889,2
"ACTC1","P68032","ENSG00000159251",70,"Actin, alpha cardiac muscle 1",-0.215729185885546,2
"ACTG1","P63261","ENSG00000184009",71,"Actin, cytoplasmic 2",-0.554108068052068,2
"ACTG2","P63267","ENSG00000163017",72,"Actin, gamma-enteric smooth muscle",0.157921048855483,2
"ACTL6A","O96019","ENSG00000136518",86,"Actin-like protein 6A",0.128364517871167,2
"ACTL6B","O94805","ENSG00000077080",51412,"Actin-like protein 6B",-0.408124928089024,2
"ACTL7A","Q9Y615","ENSG00000187003",10881,"Actin-like protein 7A",0.538264905545306,2
"ACTL7B","Q9Y614","ENSG00000148156",10880,"Actin-like protein 7B",-0.438712969870582,2
"ACTL8","Q9H568","ENSG00000117148",81569,"Actin-like protein 8",-0.0690310313151946,2
"ACTN1","P12814","ENSG00000072110",87,"Alpha-actinin-1",-0.338369870470941,2
"ACTN2","P35609","ENSG00000077522",88,"Alpha-actinin-2",-0.455490188297368,2
"ACTN3","Q08043","ENSG00000248746",89,"Alpha-actinin-3",-0.065980930481395,2
"ACTN4","O43707","ENSG00000282844",81,"Alpha-actinin-4",0.451389653894705,2
"ACTR10","Q9NZ32","ENSG00000131966",55860,"Actin-related protein 10",0.0177826815206735,2
"ACTR1A","P61163","ENSG00000138107",10121,"Alpha-centractin",-0.805238265464134,2
"ACTR1B","P42025","ENSG00000115073",10120,"Beta-centractin",0.45071411127574,2
"ACTR2","P61160","ENSG00000138071",10097,"Actin-related protein 2",-0.451059913939206,2
"ACTR3","P61158","ENSG00000115091",10096,"Actin-related protein 3",0.798616536256194,2
"ACTR3B","Q9P1U1","ENSG00000133627",57180,"Actin-related protein 3B",-0.0288814980253095,2
"ACTR5","Q9H9F9","ENSG00000101442",79913,"Actin-related protein 5",-0.183402730980015,2
"ACTR6","Q9GZN1","ENSG00000075089",64431,"Actin-related protein 6",0.565245219591644,2
"ACTR8","Q9H981","ENSG00000113812",93973,"Actin-related protein 8",0.683854355109413,2
"ACTRT1","Q8TDG2","ENSG00000123165",139741,"Actin-related protein T1",0.571939458869468,2
"ACTRT2","Q8TDY3","ENSG00000169717",140625,"Actin-related protein T2",-0.168263441103023,2
"ACTRT3","Q9BYD9","ENSG00000184378",84517,"Actin-related protein T3",0.718613518832317,2
"ACVR1","Q04771","ENSG00000115170",90,"Activin receptor type-1",-0.431405383557204,2
"ACVR1B","P36896","ENSG00000135503",91,"Activin receptor type-1B",-0.19423987863975,3
"ACVR1C","Q8NER5","ENSG00000123612",130399,"Activin receptor type-1C",0.268616326061358,3
"ACVR2A","P27037","ENSG00000121989",92,"Activin receptor type-2A",-0.432469288328431,3
"ACVR2B","Q13705","ENSG00000114739",93,"Activin receptor type-2B",-0.678514941662557,3
"ACVRL1","P37023","ENSG00000139567",94,"Serine/threonine-protein kinase receptor R3",0.363924714869227,3
"ACY3","Q96HD9","ENSG00000132744",91703,"N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming)",0.39012754923245,3
"ACYP2","P14621","ENSG00000170634",98,"Acylphosphatase-2",-0.0432380406878671,3
"ADA","P00813","ENSG00000196839",100,"Adenosine deaminase",0.24248663351219,3
"ADAD1","Q96M93","ENSG00000164113",132612,"Adenosine deaminase domain-containing protein 1",0.154296182478886,2
"ADAL","Q6DHV7","ENSG00000168803",161823,"Adenosine deaminase-like protein",0.12464732635305,3
"ADAM10","O14672","ENSG00000137845",102,"Disintegrin and metalloproteinase domain-containing protein 10",-0.115162169808539,3
"ADAM11","O75078","ENSG00000073670",4185,"Disintegrin and metalloproteinase domain-containing protein 11",0.591647306523391,3
"ADAM12","O43184","ENSG00000148848",8038,"Disintegrin and metalloproteinase domain-containing protein 12",-0.295536646823205,3
"ADAM15","Q13444","ENSG00000143537",8751,"Disintegrin and metalloproteinase domain-containing protein 15",0.427693318080826,3
"ADAM17","P78536","ENSG00000151694",6868,"Disintegrin and metalloproteinase domain-containing protein 17",0.0158252427301251,3
"ADAM18","Q9Y3Q7","ENSG00000278548",8749,"Disintegrin and metalloproteinase domain-containing protein 18",0.034376208953384,3
"ADAM19","Q9H013","ENSG00000135074",8728,"Disintegrin and metalloproteinase domain-containing protein 19",0.544951289671912,3
"ADAM2","Q99965","ENSG00000276286",2515,"Disintegrin and metalloproteinase domain-containing protein 2",-0.155326602601849,3
"ADAM20","O43506","ENSG00000134007",8748,"Disintegrin and metalloproteinase domain-containing protein 20",0.065996813382665,3
"ADAM21","Q9UKJ8","ENSG00000139985",8747,"Disintegrin and metalloproteinase domain-containing protein 21",-0.0298978948197511,3
"ADAM22","Q9P0K1","ENSG00000008277",53616,"Disintegrin and metalloproteinase domain-containing protein 22",0.012721427282712,3
"ADAM23","O75077","ENSG00000114948",8745,"Disintegrin and metalloproteinase domain-containing protein 23",-0.334455249393259,3
"ADAM28","Q9UKQ2","ENSG00000042980",10863,"Disintegrin and metalloproteinase domain-containing protein 28",0.241787735734219,3
"ADAM29","Q9UKF5","ENSG00000168594",11086,"Disintegrin and metalloproteinase domain-containing protein 29",-0.121960593170935,3
"ADAM30","Q9UKF2","ENSG00000134249",11085,"Disintegrin and metalloproteinase domain-containing protein 30",0.359174214121079,3
"ADAM32","Q8TC27","ENSG00000275594",203102,"Disintegrin and metalloproteinase domain-containing protein 32",0.467493543340474,3
"ADAM33","Q9BZ11","ENSG00000149451",80332,"Disintegrin and metalloproteinase domain-containing protein 33",-0.644755483045393,2
"ADAM7","Q9H2U9","ENSG00000069206",8756,"Disintegrin and metalloproteinase domain-containing protein 7",-0.473072461341644,3
"ADAM8","P78325","ENSG00000151651",101,"Disintegrin and metalloproteinase domain-containing protein 8",-0.913923032641815,3
"ADAM9","Q13443","ENSG00000168615",8754,"Disintegrin and metalloproteinase domain-containing protein 9",-0.506744192090667,3
"ADAMDEC1","O15204","ENSG00000134028",27299,"ADAM DEC1",-0.507923543476324,3
"ADAMTS1","Q9UHI8","ENSG00000154734",9510,"A disintegrin and metalloproteinase with thrombospondin motifs 1",8.62492932679944e-05,3
"ADAMTS10","Q9H324","ENSG00000142303",81794,"A disintegrin and metalloproteinase with thrombospondin motifs 10",-0.249214034602407,3
"ADAMTS12","P58397","ENSG00000151388",81792,"A disintegrin and metalloproteinase with thrombospondin motifs 12",0.324007505687569,3
"ADAMTS13","Q76LX8","ENSG00000281244",11093,"A disintegrin and metalloproteinase with thrombospondin motifs 13",-0.210595510068716,3
"ADAMTS14","Q8WXS8","ENSG00000138316",140766,"A disintegrin and metalloproteinase with thrombospondin motifs 14",0.083073281822243,3
"ADAMTS15","Q8TE58","ENSG00000166106",170689,"A disintegrin and metalloproteinase with thrombospondin motifs 15",-0.0796491308774093,3
"ADAMTS16","Q8TE57","ENSG00000145536",170690,"A disintegrin and metalloproteinase with thrombospondin motifs 16",-0.813879210605467,3
"ADAMTS17","Q8TE56","ENSG00000140470",170691,"A disintegrin and metalloproteinase with thrombospondin motifs 17",-0.570235604427181,3
"ADAMTS18","Q8TE60","ENSG00000140873",170692,"A disintegrin and metalloproteinase with thrombospondin motifs 18",0.334201747908994,3
NA,"Q8TE59",NA,NA,"A disintegrin and metalloproteinase with thrombospondin motifs 19",0.263850605764005,3
"ADAMTS2","O95450","ENSG00000283802",9509,"A disintegrin and metalloproteinase with thrombospondin motifs 2",-0.328606030258135,3
"ADAMTS20","P59510","ENSG00000173157",80070,"A disintegrin and metalloproteinase with thrombospondin motifs 20",0.088659870333229,2
"ADAMTS3","O15072","ENSG00000156140",9508,"A disintegrin and metalloproteinase with thrombospondin motifs 3",-0.0158449613899572,3
"ADAMTS4","O75173","ENSG00000158859",9507,"A disintegrin and metalloproteinase with thrombospondin motifs 4",-0.289443473203057,3
"ADAMTS5","Q9UNA0","ENSG00000154736",11096,"A disintegrin and metalloproteinase with thrombospondin motifs 5",0.0296080932113818,3
"ADAMTS6","Q9UKP5","ENSG00000049192",11174,"A disintegrin and metalloproteinase with thrombospondin motifs 6",0.310999310032981,3
"ADAMTS7","Q9UKP4","ENSG00000136378",11173,"A disintegrin and metalloproteinase with thrombospondin motifs 7",0.243663238560953,3
"ADAMTS8","Q9UP79","ENSG00000134917",11095,"A disintegrin and metalloproteinase with thrombospondin motifs 8",-0.417417956694318,3
"ADAMTS9","Q9P2N4","ENSG00000163638",56999,"A disintegrin and metalloproteinase with thrombospondin motifs 9",0.0442648593538677,3
"ADAMTSL1","Q8N6G6","ENSG00000178031",92949,"ADAMTS-like protein 1",0.118410057811679,3
"ADAMTSL2","Q86TH1","ENSG00000197859",9719,"ADAMTS-like protein 2",0.436296018303174,2
"ADAMTSL3","P82987","ENSG00000156218",57188,"ADAMTS-like protein 3",-0.0117118682613063,3
"ADAP1","O75689","ENSG00000105963",11033,"Arf-GAP with dual PH domain-containing protein 1",-0.0278866481410472,2
"ADAP2","Q9NPF8","ENSG00000184060",55803,"Arf-GAP with dual PH domain-containing protein 2",0.0197162816508645,2
"ADAR","P55265","ENSG00000160710",103,"Double-stranded RNA-specific adenosine deaminase",-0.613501485125721,2
"ADARB1","P78563","ENSG00000197381",104,"Double-stranded RNA-specific editase 1",0.043199469184067,3
"ADARB2","Q9NS39","ENSG00000185736",105,"Double-stranded RNA-specific editase B2",-0.547286470549973,2
"ADAT1","Q9BUB4","ENSG00000065457",23536,"tRNA-specific adenosine deaminase 1",-0.683036898446539,2
"ADCK1","Q86TW2","ENSG00000063761",57143,"AarF domain-containing protein kinase 1",-1.07283740465515,3
"ADCK2","Q7Z695","ENSG00000133597",90956,"Uncharacterized aarF domain-containing protein kinase 2",-0.425730412877374,3
"COQ8A","Q8NI60","ENSG00000163050",56997,"Atypical kinase COQ8A, mitochondrial",-0.0181718034208867,3
"COQ8B","Q96D53","ENSG00000123815",79934,"Atypical kinase COQ8B, mitochondrial",-0.651456408823129,2
"ADCK5","Q3MIX3","ENSG00000285451",203054,"Uncharacterized aarF domain-containing protein kinase 5",0.0994001875381413,3
"ADCY1","Q08828","ENSG00000164742",107,"Adenylate cyclase type 1",0.157502245460589,2
"ADCY10","Q96PN6","ENSG00000143199",55811,"Adenylate cyclase type 10",1.15597638166727,2
"ADCY2","Q08462","ENSG00000078295",108,"Adenylate cyclase type 2",-0.38814716560687,2
"ADCY3","O60266","ENSG00000138031",109,"Adenylate cyclase type 3",0.141640057726499,2
"ADCY4","Q8NFM4","ENSG00000284814",196883,"Adenylate cyclase type 4",-0.266374300772788,2
"ADCY5","O95622","ENSG00000173175",111,"Adenylate cyclase type 5",0.40352350816707,2
"ADCY6","O43306","ENSG00000174233",112,"Adenylate cyclase type 6",0.177073518462711,2
"ADCY7","P51828","ENSG00000121281",113,"Adenylate cyclase type 7",0.183614231387774,2
"ADCY8","P40145","ENSG00000155897",114,"Adenylate cyclase type 8",-0.401510681978704,2
"ADCY9","O60503","ENSG00000162104",115,"Adenylate cyclase type 9",0.525770290886974,2
"ADCYAP1","P18509","ENSG00000141433",116,"Pituitary adenylate cyclase-activating polypeptide",0.442320114854328,2
"ADCYAP1R1","P41586","ENSG00000078549",117,"Pituitary adenylate cyclase-activating polypeptide type I receptor",0.1282910782882,3
"ADH1A","P07327","ENSG00000187758",124,"Alcohol dehydrogenase 1A",-0.397067591243915,3
"ADH1B","P00325","ENSG00000196616",125,"All-trans-retinol dehydrogenase [NAD(+)] ADH1B",0.180136171767323,3
"ADH1C","P00326","ENSG00000248144",126,"Alcohol dehydrogenase 1C",0.691791221317111,3
"ADH4","P08319","ENSG00000198099",127,"All-trans-retinol dehydrogenase [NAD(+)] ADH4",0.312846066509913,3
"ADH5","P11766","ENSG00000197894",128,"Alcohol dehydrogenase class-3",-0.257471513614161,3
"ADH6","P28332","ENSG00000172955",130,"Alcohol dehydrogenase 6",0.347920561452065,2
"ADH7","P40394","ENSG00000196344",131,"All-trans-retinol dehydrogenase [NAD(+)] ADH7",-0.173034755650729,3
