"symbol","uniprot","ensembl","entrez","name"
"XPO1","O14980","ENSG00000082898",7514,"Exportin-1"
"ATP2A1","O14983","ENSG00000196296",487,"Sarcoplasmic/endoplasmic reticulum calcium ATPase 1"
"ATP2A2","P16615","ENSG00000174437",488,"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2"
"SYNM","O15061","ENSG00000182253",23336,"Synemin"
"ARPC1B","O15143","ENSG00000130429",10095,"Actin-related protein 2/3 complex subunit 1B"
"ARPC2","O15144","ENSG00000163466",10109,"Actin-related protein 2/3 complex subunit 2"
"ARPC3","O15145","ENSG00000111229",10094,"Actin-related protein 2/3 complex subunit 3"
"EIF3H","O15372","ENSG00000147677",8667,"Eukaryotic translation initiation factor 3 subunit H"
"TAPBP","O15533","ENSG00000206281",6892,"Tapasin"
"ZNF207","O43670","ENSG00000010244",7756,"BUB3-interacting and GLEBS motif-containing protein ZNF207"
"ACTN4","O43707","ENSG00000282844",81,"Alpha-actinin-4"
"GSTZ1","O43708","ENSG00000100577",2954,"Maleylacetoacetate isomerase"
"MYO1B","O43795","ENSG00000128641",4430,"Unconventional myosin-Ib"
"MYO1B","O43795","ENSG00000128641",4430,"Unconventional myosin-Ib"
"MYO1A","Q9UBC5","ENSG00000166866",4640,"Unconventional myosin-Ia"
"KPNA6","O60684","ENSG00000025800",23633,"Importin subunit alpha-7"
"KPNA5","O15131","ENSG00000196911",3841,"Importin subunit alpha-6"
"KPNA1","P52294","ENSG00000114030",3836,"Importin subunit alpha-5"
"CTNND1","O60716","ENSG00000198561",1500,"Catenin delta-1"
"FLNB","O75369","ENSG00000136068",2317,"Filamin-B"
"ECI2","O75521","ENSG00000198721",10455,"Enoyl-CoA delta isomerase 2"
"RP2","O75695","ENSG00000102218",6102,"Protein XRP2"
"FLOT1","O75955","ENSG00000206480",10211,"Flotillin-1"
"MYO1D","O94832","ENSG00000176658",4642,"Unconventional myosin-Id"
"SVIL","O95425","ENSG00000197321",6840,"Supervillin"
"AHSA1","O95433","ENSG00000100591",10598,"Activator of 90 kDa heat shock protein ATPase homolog 1"
"ACSL3","O95573","ENSG00000123983",2181,"Long-chain-fatty-acid--CoA ligase 3"
"LDHA","P00338","ENSG00000288299",3939,"L-lactate dehydrogenase A chain"
"HPRT1","P00492","ENSG00000165704",3251,"Hypoxanthine-guanine phosphoribosyltransferase"
"HPRT1","P00492","ENSG00000165704",3251,"Hypoxanthine-guanine phosphoribosyltransferase"
"PRTFDC1","Q9NRG1","ENSG00000099256",56952,"Phosphoribosyltransferase domain-containing protein 1"
"GOT2","P00505","ENSG00000125166",2806,"Aspartate aminotransferase, mitochondrial"
"AK1","P00568","ENSG00000106992",203,"Adenylate kinase isoenzyme 1"
"IGKV1D-33","P01605",NA,NA,"Immunoglobulin kappa variable 1D-33"
"IGKV3-15","P01624","ENSG00000282447",NA,"Immunoglobulin kappa variable 3-15"
NA,"P04434",NA,NA,NA
"IGKV3-15","P04207",NA,NA,"Immunoglobulin kappa variable 3-15"
"IGKV1-17","P01610",NA,NA,"Immunoglobulin kappa variable 1-17"
"IGKV2D-28","P01617",NA,NA,"Immunoglobulin kappa variable 2D-28"
"IGKV2D-40","P01614","ENSG00000251039",NA,"Immunoglobulin kappa variable 2D-40"
"IGKV2D-28","P06309",NA,NA,"Immunoglobulin kappa variable 2D-28"
"IGKV2-30","P06310","ENSG00000281933",NA,"Immunoglobulin kappa variable 2-30"
"IGKV3-20","P01620",NA,NA,"Immunoglobulin kappa variable 3-20"
"IGKV4-1","P01625",NA,NA,"Immunoglobulin kappa variable 4-1"
"IGKV4-1","P06312","ENSG00000211598",NA,"Immunoglobulin kappa variable 4-1"
"IGKV4-1","P06313",NA,NA,"Immunoglobulin kappa variable 4-1"
"IGKV4-1","P06314",NA,NA,"Immunoglobulin kappa variable 4-1"
"IGLV1-40","P01703","ENSG00000274575",NA,"Immunoglobulin lambda variable 1-40"
"IGLV3-19","P01714","ENSG00000211663",NA,"Immunoglobulin lambda variable 3-19"
"IGHV3-13","P01766","ENSG00000282286",NA,"Immunoglobulin heavy variable 3-13"
"IGHV3-48","P01763","ENSG00000282627",NA,"Immunoglobulin heavy variable 3-48"
"IGHV3-53","P01767","ENSG00000282593",NA,"Immunoglobulin heavy variable 3-53"
"IGKC","P01834",NA,NA,"Immunoglobulin kappa constant"
"IGHG1","P01857","ENSG00000277633",NA,"Immunoglobulin heavy constant gamma 1"
"IGHG2","P01859","ENSG00000274497",NA,"Immunoglobulin heavy constant gamma 2"
"IGHG4","P01861","ENSG00000277016",NA,"Immunoglobulin heavy constant gamma 4"
"IGHG3","P01860",NA,NA,"Immunoglobulin heavy constant gamma 3"
"LMNA","P02545","ENSG00000160789",4000,"Prelamin-A/C"
"FN1","P02751","ENSG00000115414",2335,"Fibronectin"
"ALDOA","P04075","ENSG00000149925",226,"Fructose-bisphosphate aldolase A"
"CSTB","P04080","ENSG00000160213",1476,"Cystatin-B"
"ANXA1","P04083","ENSG00000135046",301,"Annexin A1"
"PRNP","P04156","ENSG00000171867",5621,"Major prion protein"
"IGLV1-47","P04208",NA,NA,"Immunoglobulin lambda variable 1-47"
"IGLV1-47","P01700","ENSG00000211648",NA,"Immunoglobulin lambda variable 1-47"
"THY1","P04216","ENSG00000154096",7070,"Thy-1 membrane glycoprotein"
"GAPDH","P04406","ENSG00000111640",2597,"Glyceraldehyde-3-phosphate dehydrogenase"
"GAPDH","P04406","ENSG00000111640",2597,"Glyceraldehyde-3-phosphate dehydrogenase"
"GAPDHS","O14556","ENSG00000105679",26330,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific"
"IGKV3-11","P04433","ENSG00000282823",NA,"Immunoglobulin kappa variable 3-11"
"TP53","P04637","ENSG00000141510",7157,"Cellular tumor antigen p53"
"HSPB1","P04792","ENSG00000106211",3315,"Heat shock protein beta-1"
"RPN1","P04843","ENSG00000163902",6184,"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1"
"RPN2","P04844","ENSG00000118705",6185,"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2"
"GNAI2","P04899","ENSG00000114353",2771,"Guanine nucleotide-binding protein G(i) subunit alpha-2"
"S100A8","P05109","ENSG00000143546",6279,"Protein S100-A8"
"SERPINE1","P05121","ENSG00000106366",5054,"Plasminogen activator inhibitor 1"
"SLC25A5","P05141","ENSG00000005022",292,"ADP/ATP translocase 2"
"SLC25A5","P05141","ENSG00000005022",292,"ADP/ATP translocase 2"
"SLC25A6","P12236","ENSG00000169100",293,"ADP/ATP translocase 3"
"SLC25A5","P05141","ENSG00000005022",292,"ADP/ATP translocase 2"
"SLC25A6","P12236","ENSG00000169100",293,"ADP/ATP translocase 3"
"SLC25A4","P12235","ENSG00000151729",291,"ADP/ATP translocase 1"
"SLC25A5","P05141","ENSG00000005022",292,"ADP/ATP translocase 2"
"SLC25A6","P12236","ENSG00000169100",293,"ADP/ATP translocase 3"
"SLC25A4","P12235","ENSG00000151729",291,"ADP/ATP translocase 1"
"SLC25A31","Q9H0C2","ENSG00000151475",83447,"ADP/ATP translocase 4"
"ALPP","P05187","ENSG00000163283",250,"Alkaline phosphatase, placental type"
"ALPP","P05187","ENSG00000163283",250,"Alkaline phosphatase, placental type"
"ALPG","P10696","ENSG00000163286",251,"Alkaline phosphatase, germ cell type"
"RPLP1","P05386","ENSG00000137818",6176,"60S acidic ribosomal protein P1"
"RPLP2","P05387","ENSG00000177600",6181,"60S acidic ribosomal protein P2"
"RPLP0","P05388","ENSG00000089157",6175,"60S acidic ribosomal protein P0"
"RPLP0","P05388","ENSG00000089157",6175,"60S acidic ribosomal protein P0"
"RPLP0P6","Q8NHW5",NA,NA,"60S acidic ribosomal protein P0-like"
"KRT18","P05783","ENSG00000111057",3875,"Keratin, type I cytoskeletal 18"
"KRT18","P05783","ENSG00000111057",3875,"Keratin, type I cytoskeletal 18"
NA,"CON__H-INV:HIT000015463",NA,NA,NA
"MYL1","P05976","ENSG00000168530",4632,"Myosin light chain 1/3, skeletal muscle isoform"
"MYL3","P08590","ENSG00000160808",4634,"Myosin light chain 3"
"GSN","P06396","ENSG00000148180",2934,"Gelsolin"
"ATP5F1B","P06576","ENSG00000110955",506,"ATP synthase subunit beta, mitochondrial"
"S100A9","P06702","ENSG00000163220",6280,"Protein S100-A9"
"S100A6","P06703","ENSG00000197956",6277,"Protein S100-A6"
"ENO1","P06733","ENSG00000074800",2023,"Alpha-enolase"
"NPM1","P06748","ENSG00000181163",4869,"Nucleophosmin"
"TPM3","P06753","ENSG00000143549",7170,"Tropomyosin alpha-3 chain"
"LDHB","P07195","ENSG00000111716",3945,"L-lactate dehydrogenase B chain"
"P4HB","P07237","ENSG00000185624",5034,"Protein disulfide-isomerase"
"ANXA2","P07355","ENSG00000182718",302,"Annexin A2"
"ANXA2","P07355","ENSG00000182718",302,"Annexin A2"
"ANXA2P2","A6NMY6",NA,NA,"Putative annexin A2-like protein"
"TUBB","P07437","ENSG00000235067",203068,"Tubulin beta chain"
"PFN1","P07737","ENSG00000108518",5216,"Profilin-1"
"PFN1","P07737","ENSG00000108518",5216,"Profilin-1"
NA,"CON__P02584",NA,NA,NA
"HSP90AA1","P07900","ENSG00000080824",3320,"Heat shock protein HSP 90-alpha"
"HSP90AA1","P07900","ENSG00000080824",3320,"Heat shock protein HSP 90-alpha"
"HSP90AA5P","Q58FG0",NA,NA,"Putative heat shock protein HSP 90-alpha A5"
"HNRNPC","P07910","ENSG00000092199",3183,"Heterogeneous nuclear ribonucleoproteins C1/C2"
"HNRNPC","P07910","ENSG00000092199",3183,"Heterogeneous nuclear ribonucleoproteins C1/C2"
"HNRNPCL4","P0DMR1","ENSG00000282095",101060301,"Heterogeneous nuclear ribonucleoprotein C-like 4"
"HNRNPCL1","O60812","ENSG00000282175",343069,"Heterogeneous nuclear ribonucleoprotein C-like 1"
"HNRNPCL3","B7ZW38","ENSG00000282559",649330,"Heterogeneous nuclear ribonucleoprotein C-like 3"
"HNRNPCL2","B2RXH8","ENSG00000282530",440563,"Heterogeneous nuclear ribonucleoprotein C-like 2"
"TPM2","P07951","ENSG00000198467",7169,"Tropomyosin beta chain"
"CD55","P08174","ENSG00000196352",1604,"Complement decay-accelerating factor"
"HSP90AB1","P08238","ENSG00000096384",3326,"Heat shock protein HSP 90-beta"
"HSP90AB1","P08238","ENSG00000096384",3326,"Heat shock protein HSP 90-beta"
"HSP90AB3P","Q58FF7",NA,NA,"Putative heat shock protein HSP 90-beta-3"
"MELTF","P08582","ENSG00000163975",4241,"Melanotransferrin"
"RPS17","P08708","ENSG00000278229",6218,"40S ribosomal protein S17"
"RPSA","P08865","ENSG00000168028",3921,"40S ribosomal protein SA"
"GSTP1","P09211","ENSG00000084207",2950,"Glutathione S-transferase P"
"LGALS1","P09382","ENSG00000100097",3956,"Galectin-1"
"HMGB1","P09429","ENSG00000189403",3146,"High mobility group protein B1"
"TPM1","P09493","ENSG00000140416",7168,"Tropomyosin alpha-1 chain"
"HNRNPA1","P09651","ENSG00000135486",3178,"Heterogeneous nuclear ribonucleoprotein A1"
"HNRNPA1","P09651","ENSG00000135486",3178,"Heterogeneous nuclear ribonucleoprotein A1"
"HNRNPA1L2","Q32P51","ENSG00000139675",144983,"Heterogeneous nuclear ribonucleoprotein A1-like 2"
"UCHL1","P09936","ENSG00000154277",7345,"Ubiquitin carboxyl-terminal hydrolase isozyme L1"
"ALDOC","P09972","ENSG00000109107",230,"Fructose-bisphosphate aldolase C"
NA,"P0CG06",NA,NA,NA
NA,"P0CG05",NA,NA,NA
"IGLC6","P0CF74",NA,NA,"Immunoglobulin lambda constant 6"
"IGLC7","A0M8Q6",NA,NA,"Immunoglobulin lambda constant 7"
"POTEJ","P0CG39","ENSG00000222038",653781,"POTE ankyrin domain family member J"
"HSPA1B","P0DMV9","ENSG00000232804",3304,"Heat shock 70 kDa protein 1B"
"HSPA1A","P0DMV8","ENSG00000237724",3303,"Heat shock 70 kDa protein 1A"
"U2AF1L5","P0DN76","ENSG00000275895",102724594,"Splicing factor U2AF 35 kDa subunit-like protein"
"U2AF1","Q01081","ENSG00000160201",7307,"Splicing factor U2AF 35 kDa subunit"
"U2AF1L5","P0DN76","ENSG00000275895",102724594,"Splicing factor U2AF 35 kDa subunit-like protein"
"U2AF1","Q01081","ENSG00000160201",7307,"Splicing factor U2AF 35 kDa subunit"
"U2AF1L4","Q8WU68","ENSG00000161265",199746,"Splicing factor U2AF 26 kDa subunit"
"TXN","P10599","ENSG00000136810",7295,"Thioredoxin"
"HSPD1","P10809","ENSG00000144381",3329,"60 kDa heat shock protein, mitochondrial"
"HSPA5","P11021","ENSG00000044574",3309,"Endoplasmic reticulum chaperone BiP"
"HSPA8","P11142","ENSG00000109971",3312,"Heat shock cognate 71 kDa protein"
"RALA","P11233","ENSG00000006451",5898,"Ras-related protein Ral-A"
"RALA","P11233","ENSG00000006451",5898,"Ras-related protein Ral-A"
"RALB","P11234","ENSG00000144118",5899,"Ras-related protein Ral-B"
"MTHFD1","P11586","ENSG00000100714",4522,"C-1-tetrahydrofolate synthase, cytoplasmic"
"PABPC1","P11940","ENSG00000070756",26986,"Polyadenylate-binding protein 1"
"PABPC3","Q9H361","ENSG00000151846",5042,"Polyadenylate-binding protein 3"
"PABPC1","P11940","ENSG00000070756",26986,"Polyadenylate-binding protein 1"
"PABPC3","Q9H361","ENSG00000151846",5042,"Polyadenylate-binding protein 3"
"PABPC1L","Q4VXU2","ENSG00000101104",80336,"Polyadenylate-binding protein 1-like"
"PABPC1L2A","Q5JQF8","ENSG00000186288",340529,"Polyadenylate-binding protein 1-like 2"
"PCNA","P12004","ENSG00000132646",5111,"Proliferating cell nuclear antigen"
"ANXA3","P12429","ENSG00000138772",306,"Annexin A3"
"ACTN1","P12814","ENSG00000072110",87,"Alpha-actinin-1"
"XRCC6","P12956","ENSG00000196419",2547,"X-ray repair cross-complementing protein 6"
"XRCC5","P13010","ENSG00000079246",7520,"X-ray repair cross-complementing protein 5"
"CFTR","P13569","ENSG00000001626",1080,"Cystic fibrosis transmembrane conductance regulator"
"EEF2","P13639","ENSG00000167658",1938,"Elongation factor 2"
"PDIA4","P13667","ENSG00000155660",9601,"Protein disulfide-isomerase A4"
"F3","P13726","ENSG00000117525",2152,"Tissue factor"
"LCP1","P13796","ENSG00000136167",3936,"Plastin-2"
"PLS3","P13797","ENSG00000102024",5358,"Plastin-3"
"PLS3","P13797","ENSG00000102024",5358,"Plastin-3"
"PLS1","Q14651","ENSG00000120756",5357,"Plastin-1"
"CD59","P13987","ENSG00000085063",966,"CD59 glycoprotein"
"MIF","P14174","ENSG00000276701",4282,"Macrophage migration inhibitory factor"
"PKM","P14618","ENSG00000067225",5315,"Pyruvate kinase PKM"
"PKM","P14618","ENSG00000067225",5315,"Pyruvate kinase PKM"
"PKLR","P30613","ENSG00000262785",5313,"Pyruvate kinase PKLR"
"HSP90B1","P14625","ENSG00000166598",7184,"Endoplasmin"
"MYL6B","P14649","ENSG00000196465",140465,"Myosin light chain 6B"
"HNRNPL","P14866","ENSG00000282947",3191,"Heterogeneous nuclear ribonucleoprotein L"
"DARS1","P14868","ENSG00000115866",1615,"Aspartate--tRNA ligase, cytoplasmic"
"JUP","P14923","ENSG00000173801",3728,"Junction plakoglobin"
"JUP","P14923","ENSG00000173801",3728,"Junction plakoglobin"
"CTNNB1","P35222","ENSG00000168036",1499,"Catenin beta-1"
"AKR1B1","P15121","ENSG00000085662",231,"Aldo-keto reductase family 1 member B1"
"GSPT1","P15170","ENSG00000103342",2935,"Eukaryotic peptide chain release factor GTP-binding subunit ERF3A"
"GSPT2","Q8IYD1","ENSG00000189369",23708,"Eukaryotic peptide chain release factor GTP-binding subunit ERF3B"
"EZR","P15311","ENSG00000092820",7430,"Ezrin"
"EZR","P15311","ENSG00000092820",7430,"Ezrin"
"MSN","P26038","ENSG00000147065",4478,"Moesin"
"RDX","P35241","ENSG00000137710",5962,"Radixin"
"RPS2","P15880","ENSG00000140988",6187,"40S ribosomal protein S2"
"DSP","P15924","ENSG00000096696",1832,"Desmoplakin"
"CBR1","P16152","ENSG00000159228",873,"Carbonyl reductase [NADPH] 1"
"H1-5","P16401","ENSG00000184357",3009,"Histone H1.5"
"H1-2","P16403","ENSG00000187837",3006,"Histone H1.2"
"H1-4","P10412","ENSG00000168298",3008,"Histone H1.4"
"H1-3","P16402","ENSG00000124575",3007,"Histone H1.3"
"H1-2","P16403","ENSG00000187837",3006,"Histone H1.2"
"H1-4","P10412","ENSG00000168298",3008,"Histone H1.4"
"H1-3","P16402","ENSG00000124575",3007,"Histone H1.3"
"H1-6","P22492","ENSG00000187475",3010,"Histone H1t"
"H1-1","Q02539","ENSG00000124610",3024,"Histone H1.1"
"HSPA6","P17066","ENSG00000173110",3310,"Heat shock 70 kDa protein 6"
"HSPA7","P48741",NA,NA,"Putative heat shock 70 kDa protein 7"
"CAPN2","P17655","ENSG00000162909",824,"Calpain-2 catalytic subunit"
"CTPS1","P17812","ENSG00000171793",1503,"CTP synthase 1"
"DDX5","P17844","ENSG00000108654",1655,"Probable ATP-dependent RNA helicase DDX5"
"PFKL","P17858","ENSG00000141959",5211,"ATP-dependent 6-phosphofructokinase, liver type"
"PFKL","P17858","ENSG00000141959",5211,"ATP-dependent 6-phosphofructokinase, liver type"
"PFKM","P08237","ENSG00000152556",5213,"ATP-dependent 6-phosphofructokinase, muscle type"
"TCP1","P17987","ENSG00000120438",6950,"T-complex protein 1 subunit alpha"
"RPL7","P18124","ENSG00000147604",6129,"60S ribosomal protein L7"
"VCL","P18206","ENSG00000035403",7414,"Vinculin"
"RPL17","P18621","ENSG00000265681",6139,"60S ribosomal protein L17"
"PGAM1","P18669","ENSG00000171314",5223,"Phosphoglycerate mutase 1"
"PGAM1","P18669","ENSG00000171314",5223,"Phosphoglycerate mutase 1"
"PGAM2","P15259","ENSG00000164708",5224,"Phosphoglycerate mutase 2"
"MYL12A","P19105","ENSG00000101608",10627,"Myosin regulatory light chain 12A"
"NCL","P19338","ENSG00000115053",4691,"Nucleolin"
"TRIM21","P19474","ENSG00000132109",6737,"E3 ubiquitin-protein ligase TRIM21"
"LMNB1","P20700","ENSG00000113368",4001,"Lamin-B1"
"GSTM3","P21266","ENSG00000134202",2947,"Glutathione S-transferase Mu 3"
"ATP6V1B2","P21281","ENSG00000147416",526,"V-type proton ATPase subunit B, brain isoform"
"ATP6V1B1","P15313","ENSG00000116039",525,"V-type proton ATPase subunit B, kidney isoform"
"CSRP1","P21291","ENSG00000159176",1465,"Cysteine and glycine-rich protein 1"
"FLNA","P21333","ENSG00000196924",2316,"Filamin-A"
"NT5E","P21589","ENSG00000135318",4907,"5'-nucleotidase"
"TGM2","P21980","ENSG00000198959",7052,"Protein-glutamine gamma-glutamyltransferase 2"
"PCMT1","P22061","ENSG00000120265",5110,"Protein-L-isoaspartate(D-aspartate) O-methyltransferase"
"FBL","P22087","ENSG00000280548",2091,"rRNA 2'-O-methyltransferase fibrillarin"
"HNRNPA2B1","P22626","ENSG00000122566",3181,"Heterogeneous nuclear ribonucleoproteins A2/B1"
"TCEA1","P23193","ENSG00000187735",6917,"Transcription elongation factor A protein 1"
"SFPQ","P23246","ENSG00000116560",6421,"Splicing factor, proline- and glutamine-rich"
"RPS3","P23396","ENSG00000149273",6188,"40S ribosomal protein S3"
"AHCY","P23526","ENSG00000101444",191,"Adenosylhomocysteinase"
"CFL1","P23528","ENSG00000172757",1072,"Cofilin-1"
"CFL1","P23528","ENSG00000172757",1072,"Cofilin-1"
"CFL2","Q9Y281","ENSG00000165410",1073,"Cofilin-2"
"ACP1","P24666","ENSG00000143727",52,"Low molecular weight phosphotyrosine protein phosphatase"
"MYL9","P24844","ENSG00000101335",10398,"Myosin regulatory light polypeptide 9"
"RPS12","P25398","ENSG00000112306",6206,"40S ribosomal protein S12"
"ATP5F1A","P25705","ENSG00000152234",498,"ATP synthase subunit alpha, mitochondrial"
"ITGA3","P26006","ENSG00000005884",3675,"Integrin alpha-3"
"RPL13","P26373","ENSG00000167526",6137,"60S ribosomal protein L13"
"HMGB2","P26583","ENSG00000164104",3148,"High mobility group protein B2"
"PTBP1","P26599","ENSG00000011304",5725,"Polypyrimidine tract-binding protein 1"
"PTBP3","O95758","ENSG00000119314",9991,"Polypyrimidine tract-binding protein 3"
"EEF1G","P26641","ENSG00000254772",1937,"Elongation factor 1-gamma"
"YWHAQ","P27348","ENSG00000134308",10971,"14-3-3 protein theta"
"RPL10","P27635","ENSG00000147403",6134,"60S ribosomal protein L10"
"RPL10","P27635","ENSG00000147403",6134,"60S ribosomal protein L10"
"RPL10L","Q96L21","ENSG00000165496",140801,"60S ribosomal protein L10-like"
"CAD","P27708","ENSG00000084774",790,"CAD protein"
"CANX","P27824","ENSG00000283777",821,"Calnexin"
"MAPK1","P28482","ENSG00000100030",5594,"Mitogen-activated protein kinase 1"
"MAPK1","P28482","ENSG00000100030",5594,"Mitogen-activated protein kinase 1"
"MAPK3","P27361","ENSG00000102882",5595,"Mitogen-activated protein kinase 3"
"MAPK4","P31152","ENSG00000141639",5596,"Mitogen-activated protein kinase 4"
"MAPK6","Q16659","ENSG00000069956",5597,"Mitogen-activated protein kinase 6"
"GRN","P28799","ENSG00000030582",2896,"Progranulin"
"PRDX6","P30041","ENSG00000117592",9588,"Peroxiredoxin-6"
"PRDX3","P30048","ENSG00000165672",10935,"Thioredoxin-dependent peroxide reductase, mitochondrial"
"RPL12","P30050","ENSG00000197958",6136,"60S ribosomal protein L12"
"PPP2R1A","P30153","ENSG00000105568",5518,"Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform"
"HLA-C","P30508",NA,NA,"HLA class I histocompatibility antigen, C alpha chain"
"HLA-C","Q9TNN7",NA,NA,"HLA class I histocompatibility antigen, C alpha chain"
"HLA-C","Q07000",NA,NA,"HLA class I histocompatibility antigen, C alpha chain"
"HLA-C","P30505",NA,NA,"HLA class I histocompatibility antigen, C alpha chain"
"HLA-C","Q29960",NA,NA,"HLA class I histocompatibility antigen, C alpha chain"
"HLA-C","Q95604",NA,NA,"HLA class I histocompatibility antigen, C alpha chain"
"HLA-C","P04222",NA,NA,"HLA class I histocompatibility antigen, C alpha chain"
"ADSL","P30566","ENSG00000239900",158,"Adenylosuccinate lyase"
"SDHA","P31040","ENSG00000073578",6389,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial"
"GDI1","P31150","ENSG00000203879",2664,"Rab GDP dissociation inhibitor alpha"
"S100A7","P31151","ENSG00000143556",6278,"Protein S100-A7"
"S100A7","P31151","ENSG00000143556",6278,"Protein S100-A7"
"S100A7A","Q86SG5","ENSG00000184330",338324,"Protein S100-A7A"
"MAT2A","P31153","ENSG00000168906",4144,"S-adenosylmethionine synthase isoform type-2"
"SDC4","P31431","ENSG00000124145",6385,"Syndecan-4"
"DNAJA1","P31689","ENSG00000086061",3301,"DnaJ homolog subfamily A member 1"
"HNRNPH1","P31943","ENSG00000284254",3187,"Heterogeneous nuclear ribonucleoprotein H"
"HNRNPH1","P31943","ENSG00000284254",3187,"Heterogeneous nuclear ribonucleoprotein H"
"HNRNPH2","P55795","ENSG00000126945",3188,"Heterogeneous nuclear ribonucleoprotein H2"
"YWHAB","P31946","ENSG00000166913",7529,"14-3-3 protein beta/alpha"
"SFN","P31947","ENSG00000175793",2810,"14-3-3 protein sigma"
"S100A11","P31949","ENSG00000163191",6282,"Protein S100-A11"
"PRDX2","P32119","ENSG00000167815",7001,"Peroxiredoxin-2"
"GBP1","P32455","ENSG00000117228",2633,"Guanylate-binding protein 1"
"RPL9","P32969","ENSG00000163682",6133,"60S ribosomal protein L9"
"KIF5B","P33176","ENSG00000170759",3799,"Kinesin-1 heavy chain"
"MCM5","P33992","ENSG00000100297",4174,"DNA replication licensing factor MCM5"
"MCM7","P33993","ENSG00000166508",4176,"DNA replication licensing factor MCM7"
"SHMT2","P34897","ENSG00000182199",6472,"Serine hydroxymethyltransferase, mitochondrial"
"PHB","P35232","ENSG00000167085",5245,"Prohibitin"
"MYH9","P35579","ENSG00000100345",4627,"Myosin-9"
"MYH10","P35580","ENSG00000133026",4628,"Myosin-10"
"BSG","P35613","ENSG00000172270",682,"Basigin"
"DEK","P35659","ENSG00000124795",7913,"Protein DEK"
"MYH11","P35749","ENSG00000276480",4629,"Myosin-11"
"ATP5F1C","P36542","ENSG00000165629",509,"ATP synthase subunit gamma, mitochondrial"
"RPL4","P36578","ENSG00000174444",6124,"60S ribosomal protein L4"
"PPP1CC","P36873","ENSG00000186298",5501,"Serine/threonine-protein phosphatase PP1-gamma catalytic subunit"
"PPP1CB","P62140","ENSG00000213639",5500,"Serine/threonine-protein phosphatase PP1-beta catalytic subunit"
"PPP1CA","P62136","ENSG00000172531",5499,"Serine/threonine-protein phosphatase PP1-alpha catalytic subunit"
"SRP14","P37108","ENSG00000140319",6727,"Signal recognition particle 14 kDa protein"
"TAGLN2","P37802","ENSG00000158710",8407,"Transgelin-2"
"ATP6V1A","P38606","ENSG00000114573",523,"V-type proton ATPase catalytic subunit A"
"HSPA9","P38646","ENSG00000113013",3313,"Stress-70 protein, mitochondrial"
"RPS19","P39019","ENSG00000105372",6223,"40S ribosomal protein S19"
"RPL3","P39023","ENSG00000100316",6122,"60S ribosomal protein L3"
"RPL3","P39023","ENSG00000100316",6122,"60S ribosomal protein L3"
"RPL3L","Q92901","ENSG00000140986",6123,"60S ribosomal protein L3-like"
"CCT6A","P40227","ENSG00000146731",908,"T-complex protein 1 subunit zeta"
