"symbol","uniprot","ensembl","entrez","name"
"UBE2Z","Q9H832","ENSG00000159202",65264,"Ubiquitin-conjugating enzyme E2 Z"
"AKAP14","Q86UN6","ENSG00000186471",158798,"A-kinase anchor protein 14"
"KIFAP3","Q92845","ENSG00000075945",22920,"Kinesin-associated protein 3"
"MARK1","Q9P0L2","ENSG00000116141",4139,"Serine/threonine-protein kinase MARK1"
"MARK3","P27448","ENSG00000075413",4140,"MAP/microtubule affinity-regulating kinase 3"
"MAST3","O60307","ENSG00000099308",23031,"Microtubule-associated serine/threonine-protein kinase 3"
"AGTRAP","Q6RW13","ENSG00000177674",57085,"Type-1 angiotensin II receptor-associated protein"
"CNTFR","P26992","ENSG00000122756",1271,"Ciliary neurotrophic factor receptor subunit alpha"
"EPHA6","Q9UF33","ENSG00000080224",285220,"Ephrin type-A receptor 6"
"ERBB2","P04626","ENSG00000141736",2064,"Receptor tyrosine-protein kinase erbB-2"
"GABRB2","P47870","ENSG00000145864",2561,"Gamma-aminobutyric acid receptor subunit beta-2"
"GALR3","O60755","ENSG00000128310",8484,"Galanin receptor type 3"
"GNB2","P62879","ENSG00000172354",2783,"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2"
"GRINA","Q7Z429","ENSG00000178719",2907,"Protein lifeguard 1"
"GRK5","P34947","ENSG00000198873",2869,"G protein-coupled receptor kinase 5"
"HTR2A","P28223","ENSG00000102468",3356,"5-hydroxytryptamine receptor 2A"
"HTR3C","Q8WXA8","ENSG00000178084",170572,"5-hydroxytryptamine receptor 3C"
"IFNGR1","P15260","ENSG00000027697",3459,"Interferon gamma receptor 1"
"NPR2","P20594","ENSG00000159899",4882,"Atrial natriuretic peptide receptor 2"
NA,"P47893",NA,NA,"Olfactory receptor 3A2"
"PLAUR","Q03405","ENSG00000011422",5329,"Urokinase plasminogen activator surface receptor"
"PROKR2","Q8NFJ6","ENSG00000101292",128674,"Prokineticin receptor 2"
"PTPRD","P23468","ENSG00000282932",5789,"Receptor-type tyrosine-protein phosphatase delta"
"RIPK2","O43353","ENSG00000104312",8767,"Receptor-interacting serine/threonine-protein kinase 2"
"ROS1","P08922","ENSG00000047936",6098,"Proto-oncogene tyrosine-protein kinase ROS"
"RYK","P34925","ENSG00000163785",6259,"Tyrosine-protein kinase RYK"
"S100A10","P60903","ENSG00000197747",6281,"Protein S100-A10"
"SCARB2","Q14108","ENSG00000138760",950,"Lysosome membrane protein 2"
"TAS2R1","Q9NYW7","ENSG00000169777",50834,"Taste receptor type 2 member 1"
"TAS2R43","P59537","ENSG00000262612",259289,"Taste receptor type 2 member 43"
"TLR2","O60603","ENSG00000137462",7097,"Toll-like receptor 2"
"TNFRSF17","Q02223","ENSG00000048462",608,"Tumor necrosis factor receptor superfamily member 17"
"TNFRSF1B","P20333","ENSG00000028137",7133,"Tumor necrosis factor receptor superfamily member 1B"
"BUB1","O43683","ENSG00000169679",699,"Mitotic checkpoint serine/threonine-protein kinase BUB1"
"CDK10","Q15131","ENSG00000185324",8558,"Cyclin-dependent kinase 10"
"CDK16","Q00536","ENSG00000102225",5127,"Cyclin-dependent kinase 16"
"CSK","P41240","ENSG00000103653",1445,"Tyrosine-protein kinase CSK"
"CSNK2B","P67870","ENSG00000230700",1460,"Casein kinase II subunit beta"
"FRK","P42685","ENSG00000111816",2444,"Tyrosine-protein kinase FRK"
"GAS6","Q14393","ENSG00000183087",2621,"Growth arrest-specific protein 6"
"HIPK3","Q9H422","ENSG00000110422",10114,"Homeodomain-interacting protein kinase 3"
"IFIH1","Q9BYX4","ENSG00000115267",64135,"Interferon-induced helicase C domain-containing protein 1"
"P3H2","Q8IVL5","ENSG00000090530",55214,"Prolyl 3-hydroxylase 2"
"ROBO1","Q9Y6N7","ENSG00000169855",6091,"Roundabout homolog 1"
"SCGB3A1","Q96QR1","ENSG00000161055",92304,"Secretoglobin family 3A member 1"
"ADAR","P55265","ENSG00000160710",103,"Double-stranded RNA-specific adenosine deaminase"
"BRD4","O60885","ENSG00000141867",23476,"Bromodomain-containing protein 4"
"DRG1","Q9Y295","ENSG00000185721",4733,"Developmentally-regulated GTP-binding protein 1"
"HMBOX1","Q6NT76","ENSG00000147421",79618,"Homeobox-containing protein 1"
"HOXD11","P31277","ENSG00000128713",3237,"Homeobox protein Hox-D11"
"PSIP1","O75475","ENSG00000164985",11168,"PC4 and SFRS1-interacting protein"
"RBM5","P52756","ENSG00000003756",10181,"RNA-binding protein 5"
"HELZ2","Q9BYK8","ENSG00000130589",85441,"Helicase with zinc finger domain 2"
"STK36","Q9NRP7","ENSG00000163482",27148,"Serine/threonine-protein kinase 36"
"TRIM28","Q13263","ENSG00000130726",10155,"Transcription intermediary factor 1-beta"
"EGLN1","Q9GZT9","ENSG00000135766",54583,"Egl nine homolog 1"
"GPX2","P18283","ENSG00000176153",2877,"Glutathione peroxidase 2"
"PRDX3","P30048","ENSG00000165672",10935,"Thioredoxin-dependent peroxide reductase, mitochondrial"
"KCTD10","Q9H3F6","ENSG00000110906",83892,"BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3"
NA,NA,NA,NA,NA
NA,"Q719I0",NA,NA,"Putative activator of 90 kDa heat shock protein ATPase homolog 2"
"HSP90B1","P14625","ENSG00000166598",7184,"Endoplasmin"
"ARF4","P18085","ENSG00000168374",378,"ADP-ribosylation factor 4"
"ARHGEF11","O15085","ENSG00000132694",9826,"Rho guanine nucleotide exchange factor 11"
"COPB1","P53618","ENSG00000129083",1315,"Coatomer subunit beta"
"COPB2","P35606","ENSG00000184432",9276,"Coatomer subunit beta'"
"COPG1","Q9Y678","ENSG00000181789",22820,"Coatomer subunit gamma-1"
"RAB1A","P62820","ENSG00000138069",5861,"Ras-related protein Rab-1A"
"RALGPS2","Q86X27","ENSG00000116191",55103,"Ras-specific guanine nucleotide-releasing factor RalGPS2"
"RAP2C","Q9Y3L5","ENSG00000123728",57826,"Ras-related protein Rap-2c"
"RASD2","Q96D21","ENSG00000100302",23551,"GTP-binding protein Rhes"
"VAMP7","P51809","ENSG00000124333",6845,"Vesicle-associated membrane protein 7"
"ASIC1","P78348","ENSG00000110881",41,"Acid-sensing ion channel 1"
"SLC2A1","P11166","ENSG00000117394",6513,"Solute carrier family 2, facilitated glucose transporter member 1"
"SLC2A3","P11169","ENSG00000059804",6515,"Solute carrier family 2, facilitated glucose transporter member 3"
"CFTR","P13569","ENSG00000001626",1080,"Cystic fibrosis transmembrane conductance regulator"
"CLCN6","P51797","ENSG00000011021",1185,"Chloride transport protein 6"
"HCN1","O60741","ENSG00000164588",348980,"Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1"
"KCNAB2","Q13303","ENSG00000069424",8514,"Voltage-gated potassium channel subunit beta-2"
"KCNG3","Q8TAE7","ENSG00000171126",170850,"Potassium voltage-gated channel subfamily G member 3"
"KCNN1","Q92952","ENSG00000105642",3780,"Small conductance calcium-activated potassium channel protein 1"
"KCNQ3","O43525","ENSG00000184156",3786,"Potassium voltage-gated channel subfamily KQT member 3"
"ABCD3","P28288","ENSG00000117528",5825,"ATP-binding cassette sub-family D member 3"
"SCN3A","Q9NY46","ENSG00000153253",6328,"Sodium channel protein type 3 subunit alpha"
"SCNN1A","P37088","ENSG00000111319",6337,"Amiloride-sensitive sodium channel subunit alpha"
"TIMM10B","Q9Y5J6","ENSG00000132286",26515,"Mitochondrial import inner membrane translocase subunit Tim10 B"
"IPO8","O15397","ENSG00000133704",10526,"Importin-8"
"TOMM20","Q15388","ENSG00000173726",9804,"Mitochondrial import receptor subunit TOM20 homolog"
"ANKK1","Q8NFD2","ENSG00000170209",255239,"Ankyrin repeat and protein kinase domain-containing protein 1"
"TEPSIN","Q96N21","ENSG00000167302",146705,"AP-4 complex accessory subunit Tepsin"
"BPIFB4","P59827","ENSG00000186191",149954,"BPI fold-containing family B member 4"
"CHCHD6","Q9BRQ6","ENSG00000159685",84303,"MICOS complex subunit MIC25"
"IQCF1","Q8N6M8","ENSG00000173389",132141,"IQ domain-containing protein F1"
"PNMA8A","Q86V59","ENSG00000182013",55228,"Paraneoplastic antigen-like protein 8A"
"SPRYD4","Q8WW59","ENSG00000176422",283377,"SPRY domain-containing protein 4"
"TSKS","Q9UJT2","ENSG00000126467",60385,"Testis-specific serine kinase substrate"
