"symbol","uniprot","ensembl","entrez","name"
"PPIA","P62937","ENSG00000196262",5478,"Peptidyl-prolyl cis-trans isomerase A"
"UBC","F5H2Z3",NA,NA,"Polyubiquitin-C"
"POTEJ","P0CG39","ENSG00000222038",653781,"POTE ankyrin domain family member J"
"YWHAG","P61981","ENSG00000170027",7532,"14-3-3 protein gamma"
"POTEI","P0CG38","ENSG00000196834",653269,"POTE ankyrin domain family member I"
"CBX3","Q13185","ENSG00000122565",11335,"Chromobox protein homolog 3"
"RPS28","P62857","ENSG00000233927",6234,"40S ribosomal protein S28"
"YWHAE","P62258","ENSG00000274474",7531,"14-3-3 protein epsilon"
"HSP90AA2P","Q14568",NA,NA,"Heat shock protein HSP 90-alpha A2"
"FKBP1A","P62942","ENSG00000088832",2280,"Peptidyl-prolyl cis-trans isomerase FKBP1A"
"TAGLN3","C9J5W6",NA,NA,"Transgelin"
"HMGA1","P17096","ENSG00000137309",3159,"High mobility group protein HMG-I/HMG-Y"
"TUBB","Q5JP53",NA,NA,"Tubulin beta chain"
"TFG","Q05BK6",NA,NA,"TFG protein"
"ERP44","Q9BS26","ENSG00000023318",23071,"Endoplasmic reticulum resident protein 44"
"SFPQ","P23246","ENSG00000116560",6421,"Splicing factor, proline- and glutamine-rich"
NA,"A0A087WYR4",NA,NA,NA
"ACTR3","P61158","ENSG00000115091",10096,"Actin-related protein 3"
"KHDRBS1","Q07666","ENSG00000121774",10657,"KH domain-containing, RNA-binding, signal transduction-associated protein 1"
"SRSF1","Q07955","ENSG00000136450",6426,"Serine/arginine-rich splicing factor 1"
"TPI1","P60174","ENSG00000111669",7167,"Triosephosphate isomerase"
"SRSF3","A0A087X2D0",NA,NA,"Serine/arginine-rich-splicing factor 3"
"MYL9","P24844","ENSG00000101335",10398,"Myosin regulatory light polypeptide 9"
"YBX1","P67809","ENSG00000065978",4904,"Y-box-binding protein 1"
"NCL","P19338","ENSG00000115053",4691,"Nucleolin"
"SET","Q01105","ENSG00000119335",6418,"Protein SET"
"H1-5","P16401","ENSG00000184357",3009,"Histone H1.5"
"PDIA3","P30101","ENSG00000167004",2923,"Protein disulfide-isomerase A3"
"ALDOA","P04075","ENSG00000149925",226,"Fructose-bisphosphate aldolase A"
"HBA2","P69905","ENSG00000188536",3040,"Hemoglobin subunit alpha"
"PRDX1","A0A0A0MSI0",NA,NA,"Peroxiredoxin-1"
"RBM3","P98179","ENSG00000102317",5935,"RNA-binding protein 3"
"EIF4A3","I3L3H2",NA,NA,"RNA helicase"
"TUBB4B","P68371","ENSG00000188229",10383,"Tubulin beta-4B chain"
"RBM4B","Q9BQ04","ENSG00000173914",83759,"RNA-binding protein 4B"
"RBM4","Q9BWF3","ENSG00000173933",5936,"RNA-binding protein 4"
"CLTA","P09496","ENSG00000122705",1211,"Clathrin light chain A"
"EEF1A1P5","Q5VTE0",NA,NA,"Putative elongation factor 1-alpha-like 3"
"EEF1A1","P68104","ENSG00000156508",1915,"Elongation factor 1-alpha 1"
"HSPH1","A0A0A0MSM0",NA,NA,"Heat shock protein 105 kDa"
NA,"I3L2F9",NA,NA,NA
"TBCA","E5RJD8",NA,NA,"Tubulin-specific chaperone A"
"SUMO4","Q6EEV6","ENSG00000177688",387082,"Small ubiquitin-related modifier 4"
"SUMO2","P61956","ENSG00000188612",6613,"Small ubiquitin-related modifier 2"
"IGKV3-20","A0A0B4J1Z6",NA,NA,"Immunoglobulin kappa variable 3-20"
"HNRNPAB","D6RD18",NA,NA,"Heterogeneous nuclear ribonucleoprotein A/B"
"HNRNPM","P52272","ENSG00000099783",4670,"Heterogeneous nuclear ribonucleoprotein M"
"HMGB2","P26583","ENSG00000164104",3148,"High mobility group protein B2"
"RPS14","P62263","ENSG00000164587",6208,"40S ribosomal protein S14"
"SRSF7","C9JAB2",NA,NA,"Serine/arginine-rich-splicing factor 7"
"DSTN","P60981","ENSG00000125868",11034,"Destrin"
"HNRNPA1L2","Q32P51","ENSG00000139675",144983,"Heterogeneous nuclear ribonucleoprotein A1-like 2"
"TNNC2","C9J7T9",NA,NA,"Troponin C type 2 (Fast), isoform CRA_a"
"NASP","P49321","ENSG00000132780",4678,"Nuclear autoantigenic sperm protein"
"EEF1A2","Q05639","ENSG00000101210",1917,"Elongation factor 1-alpha 2"
"TUBB2A","Q13885","ENSG00000137267",7280,"Tubulin beta-2A chain"
"TUBB2B","Q9BVA1","ENSG00000137285",347733,"Tubulin beta-2B chain"
"ALB","B7WNR0",NA,NA,"Albumin"
"SETSIP","P0DME0","ENSG00000230667",646817,"Protein SETSIP"
"HSP90AB4P","Q58FF6",NA,NA,"Putative heat shock protein HSP 90-beta 4"
"MYH10","E7ERA5",NA,NA,"Myosin-10"
"H1-0","P07305","ENSG00000189060",3005,"Histone H1.0"
"PCBP2","Q15366","ENSG00000197111",5094,"Poly(rC)-binding protein 2"
"TUBB8","Q3ZCM7","ENSG00000261456",347688,"Tubulin beta-8 chain"
"TUBB4A","P04350","ENSG00000104833",10382,"Tubulin beta-4A chain"
"RPL11","P62913","ENSG00000142676",6135,"60S ribosomal protein L11"
"GAPDH","P04406","ENSG00000111640",2597,"Glyceraldehyde-3-phosphate dehydrogenase"
"HSP90B1","P14625","ENSG00000166598",7184,"Endoplasmin"
"FABP5","Q01469","ENSG00000164687",2171,"Fatty acid-binding protein 5"
"CLIC1","O00299","ENSG00000226651",1192,"Chloride intracellular channel protein 1"
"DSG1","Q02413","ENSG00000134760",1828,"Desmoglein-1"
"PCBP1","Q15365","ENSG00000169564",5093,"Poly(rC)-binding protein 1"
"UBB","P0CG47","ENSG00000170315",7314,"Polyubiquitin-B"
"RPL36A-HNRNPH2","H7BZ11",NA,NA,"RPL36A-HNRNPH2 readthrough"
"RPL36A","H0Y5B4",NA,NA,"60S ribosomal protein L36a"
"RPL36AL","Q969Q0","ENSG00000165502",6166,"60S ribosomal protein L36a-like"
"HINT1","P49773","ENSG00000169567",3094,"Histidine triad nucleotide-binding protein 1"
"SRSF9","Q13242","ENSG00000111786",8683,"Serine/arginine-rich splicing factor 9"
"EIF4H","Q15056","ENSG00000106682",7458,"Eukaryotic translation initiation factor 4H"
"PCBP3","P57721","ENSG00000183570",54039,"Poly(rC)-binding protein 3"
"CALU","O43852","ENSG00000128595",813,"Calumenin"
"H1-1","Q02539","ENSG00000124610",3024,"Histone H1.1"
"C11orf58","O00193","ENSG00000110696",10944,"Small acidic protein"
"MTPN","C9JL85",NA,NA,"Myotrophin"
"SRSF8","Q9BRL6","ENSG00000263465",10929,"Serine/arginine-rich splicing factor 8"
"PSMB2","P49721","ENSG00000126067",5690,"Proteasome subunit beta type-2"
"SARNP","P82979","ENSG00000205323",84324,"SAP domain-containing ribonucleoprotein"
"RPL23A","K7EJV9",NA,NA,"60S ribosomal protein L23a"
"NONO","Q15233","ENSG00000147140",4841,"Non-POU domain-containing octamer-binding protein"
"RPL34","P49207","ENSG00000109475",6164,"60S ribosomal protein L34"
"STMN1","P16949","ENSG00000117632",3925,"Stathmin"
"IGLV3-19","A0A075B6J8",NA,NA,"Immunoglobulin lambda variable 3-19"
"PSMD9","F5H5V4",NA,NA,"26S proteasome non-ATPase regulatory subunit 9"
"PRKCSH","K7ELL7",NA,NA,"Glucosidase 2 subunit beta"
"CALML3","P27482","ENSG00000178363",810,"Calmodulin-like protein 3"
"RCN1","Q15293","ENSG00000049449",5954,"Reticulocalbin-1"
"ANXA3","P12429","ENSG00000138772",306,"Annexin A3"
"DCD","P81605","ENSG00000161634",117159,"Dermcidin"
"S100A11","P31949","ENSG00000163191",6282,"Protein S100-A11"
"YWHAH","Q04917","ENSG00000128245",7533,"14-3-3 protein eta"
"CNBP","P62633","ENSG00000169714",7555,"Cellular nucleic acid-binding protein"
"DSP","P15924","ENSG00000096696",1832,"Desmoplakin"
"FUBP1","Q96AE4","ENSG00000162613",8880,"Far upstream element-binding protein 1"
"STMN2","Q93045","ENSG00000104435",11075,"Stathmin-2"
"HSPD1","P10809","ENSG00000144381",3329,"60 kDa heat shock protein, mitochondrial"
"CSTA","P01040","ENSG00000121552",1475,"Cystatin-A"
"ZYX","H0Y2Y8",NA,NA,"Zyxin"
"PDLIM1","O00151","ENSG00000107438",9124,"PDZ and LIM domain protein 1"
"ZNF185","H0Y704",NA,NA,"Zinc finger protein 185"
"SRSF6","Q13247","ENSG00000124193",6431,"Serine/arginine-rich splicing factor 6"
"RPL13","P26373","ENSG00000167526",6137,"60S ribosomal protein L13"
"ENO1","P06733","ENSG00000074800",2023,"Alpha-enolase"
"H1-6","P22492","ENSG00000187475",3010,"Histone H1t"
"DBN1","Q16643","ENSG00000113758",1627,"Drebrin"
"SSBP1","A0A0G2JLD8",NA,NA,"Single-stranded DNA-binding protein, mitochondrial"
"H3C10","P68431","ENSG00000278828",8357,"Histone H3.1"
"H3-3B","K7EK07",NA,NA,"Histone H3"
"H3C13","Q71DI3","ENSG00000183598",653604,"Histone H3.2"
"H3-3B","P84243","ENSG00000132475",3021,"Histone H3.3"
"H3-4","Q16695","ENSG00000285435",8290,"Histone H3.1t"
"C11orf58","E9PM92",NA,NA,"Small acidic protein"
"SF3B1","H7C341",NA,NA,"Splicing factor 3B subunit 1"
"ERH","G3V279",NA,NA,"Enhancer of rudimentary homolog"
"FUS","P35637","ENSG00000089280",2521,"RNA-binding protein FUS"
"YBX3","P16989","ENSG00000060138",8531,"Y-box-binding protein 3"
"SFN","P31947","ENSG00000175793",2810,"14-3-3 protein sigma"
NA,"A0A087WYY6",NA,NA,NA
"ACTN3","Q08043","ENSG00000248746",89,"Alpha-actinin-3"
"SDC4","P31431","ENSG00000124145",6385,"Syndecan-4"
"HSPB1","P04792","ENSG00000106211",3315,"Heat shock protein beta-1"
"PDAP1","Q13442","ENSG00000106244",11333,"28 kDa heat- and acid-stable phosphoprotein"
"PDLIM4","P50479","ENSG00000131435",8572,"PDZ and LIM domain protein 4"
"CFL2","Q9Y281","ENSG00000165410",1073,"Cofilin-2"
"HNRNPH1","G8JLB6",NA,NA,"Heterogeneous nuclear ribonucleoprotein H"
"RPL29","P47914","ENSG00000162244",6159,"60S ribosomal protein L29"
"SUMO3","A8MUA9",NA,NA,"SMT3 suppressor of mif two 3 homolog 3 (Yeast), isoform CRA_d"
"RAN","B5MDF5",NA,NA,"GTP-binding nuclear protein Ran"
"S100A6","R4GN98",NA,NA,"Protein S100"
"CALR","P27797","ENSG00000179218",811,"Calreticulin"
"NEFH","P12036","ENSG00000100285",4744,"Neurofilament heavy polypeptide"
"PRDX2","P32119","ENSG00000167815",7001,"Peroxiredoxin-2"
"DYNLRB2","Q7Z4M1",NA,NA,"DYNLRB2 protein"
"RPL22","K7ELC4",NA,NA,"60S ribosomal protein L22"
"KHSRP","Q92945","ENSG00000088247",8570,"Far upstream element-binding protein 2"
"ARG1","P05089","ENSG00000118520",383,"Arginase-1"
"HPR","J3KTC3",NA,NA,"Haptoglobin-related protein"
"HSP90B2P","Q58FF3",NA,NA,"Putative endoplasmin-like protein"
"RPL8","P62917","ENSG00000161016",6132,"60S ribosomal protein L8"
"DBNL","Q9UJU6","ENSG00000136279",28988,"Drebrin-like protein"
"JUP","P14923","ENSG00000173801",3728,"Junction plakoglobin"
"SNRPF","P62306","ENSG00000139343",6636,"Small nuclear ribonucleoprotein F"
"HRNR","Q86YZ3","ENSG00000197915",388697,"Hornerin"
"FN1","P02751","ENSG00000115414",2335,"Fibronectin"
"MYL1","P05976","ENSG00000168530",4632,"Myosin light chain 1/3, skeletal muscle isoform"
"ACTN2","P35609","ENSG00000077522",88,"Alpha-actinin-2"
"RRBP1","F8W7S5",NA,NA,"Ribosome-binding protein 1"
"EIF6","P56537","ENSG00000242372",3692,"Eukaryotic translation initiation factor 6"
"HNRNPH3","P31942","ENSG00000096746",3189,"Heterogeneous nuclear ribonucleoprotein H3"
NA,"A0A0G2JN06",NA,NA,NA
"DDX17","Q92841","ENSG00000100201",10521,"Probable ATP-dependent RNA helicase DDX17"
"RPL18","Q07020","ENSG00000063177",6141,"60S ribosomal protein L18"
"SUB1","P53999","ENSG00000113387",10923,"Activated RNA polymerase II transcriptional coactivator p15"
"FLNA","A0A087WWY3",NA,NA,"Filamin-A"
"CSNK2A2","H3BSA1",NA,NA,"Casein kinase II subunit alpha'"
"NAP1L4","Q99733","ENSG00000273562",4676,"Nucleosome assembly protein 1-like 4"
"EEF1B2","P24534","ENSG00000283391",1933,"Elongation factor 1-beta"
NA,"H0YL18",NA,NA,NA
"BUD31","C9JCD9",NA,NA,"Protein BUD31 homolog"
"CAP1","Q5T0R4",NA,NA,"Adenylyl cyclase-associated protein 1"
"RPL4","P36578","ENSG00000174444",6124,"60S ribosomal protein L4"
"PCMT1","P22061","ENSG00000120265",5110,"Protein-L-isoaspartate(D-aspartate) O-methyltransferase"
"HNRNPDL","A0A087WUK2",NA,NA,"Heterogeneous nuclear ribonucleoprotein D-like"
"MSN","P26038","ENSG00000147065",4478,"Moesin"
"LIMA1","F8VQE1",NA,NA,"LIM domain and actin-binding protein 1"
"GSN","Q5T0H8",NA,NA,"Gelsolin"
"LSM3","P62310","ENSG00000170860",27258,"U6 snRNA-associated Sm-like protein LSm3"
"MATR3","D6R991",NA,NA,"Matrin-3"
"PHF5A","Q7RTV0","ENSG00000100410",84844,"PHD finger-like domain-containing protein 5A"
"P4HB","P07237","ENSG00000185624",5034,"Protein disulfide-isomerase"
"SPTAN1","A0A0D9SFF6",NA,NA,"Spectrin alpha chain, non-erythrocytic 1"
"MYL3","P08590","ENSG00000160808",4634,"Myosin light chain 3"
"KRT87P","A6NCN2",NA,NA,"Putative keratin-87 protein"
"PAWR","Q96IZ0","ENSG00000177425",5074,"PRKC apoptosis WT1 regulator protein"
"SH3BGRL3","Q5T123",NA,NA,"SH3 domain-binding glutamic acid-rich-like protein 3"
"MCM6","Q14566","ENSG00000076003",4175,"DNA replication licensing factor MCM6"
"TGM2","A2A2A0",NA,NA,"Protein-glutamine gamma-glutamyltransferase 2"
"PSMA5","P28066","ENSG00000143106",5686,"Proteasome subunit alpha type-5"
"CAPRIN1","E9PLA9",NA,NA,"Caprin-1"
"PSMB6","P28072","ENSG00000142507",5694,"Proteasome subunit beta type-6"
"HNRNPL","P14866","ENSG00000282947",3191,"Heterogeneous nuclear ribonucleoprotein L"
"LGALS3BP","Q08380","ENSG00000108679",3959,"Galectin-3-binding protein"
"SNRPD3","P62318","ENSG00000100028",6634,"Small nuclear ribonucleoprotein Sm D3"
"TXNDC5","Q8NBS9","ENSG00000239264",81567,"Thioredoxin domain-containing protein 5"
"PSMB9","P28065","ENSG00000243958",5698,"Proteasome subunit beta type-9"
"CAST","H0Y9H6",NA,NA,"Calpain inhibitor"
"CASP14","P31944","ENSG00000105141",23581,"Caspase-14"
"ANXA1","P04083","ENSG00000135046",301,"Annexin A1"
"PDCD5","K7ESJ4",NA,NA,"Programmed cell death protein 5"
"SRSF5","Q13243","ENSG00000100650",6430,"Serine/arginine-rich splicing factor 5"
"YBX2","Q9Y2T7","ENSG00000288504",51087,"Y-box-binding protein 2"
"RPS6","P62753","ENSG00000137154",6194,"40S ribosomal protein S6"
"RPL13AP3","Q6NVV1",NA,NA,"Putative 60S ribosomal protein L13a protein RPL13AP3"
"PCBD1","P61457","ENSG00000166228",5092,"Pterin-4-alpha-carbinolamine dehydratase"
"HSPA9","P38646","ENSG00000113013",3313,"Stress-70 protein, mitochondrial"
NA,"M0QXK4",NA,NA,NA
"TRA2B","P62995","ENSG00000136527",6434,"Transformer-2 protein homolog beta"
"CNN3","Q15417","ENSG00000117519",1266,"Calponin-3"
"IGHG1","A0A0A0MS07",NA,NA,"Immunoglobulin heavy constant gamma 1"
"MYH9","P35579","ENSG00000100345",4627,"Myosin-9"
"AZGP1","P25311","ENSG00000160862",563,"Zinc-alpha-2-glycoprotein"
"EIF3K","K7ERF1",NA,NA,"Eukaryotic translation initiation factor 3 subunit K"
"CCT5","E9PCA1",NA,NA,"CCT-epsilon"
"TMX1","G3V448",NA,NA,"Thioredoxin-related transmembrane protein 1"
NA,"J3QRK5",NA,NA,NA
"TAF15","Q92804","ENSG00000276833",8148,"TATA-binding protein-associated factor 2N"
"DSC1","Q08554","ENSG00000134765",1823,"Desmocollin-1"
"HSPE1","B8ZZL8",NA,NA,"10 kDa heat shock protein, mitochondrial"
"CTSD","P07339","ENSG00000117984",1509,"Cathepsin D"
"IGHG4","P01861","ENSG00000277016",NA,"Immunoglobulin heavy constant gamma 4"
"CTTN","Q14247","ENSG00000288401",2017,"Src substrate cortactin"
"GGCT","O75223","ENSG00000006625",79017,"Gamma-glutamylcyclotransferase"
"RAD23B","P54727","ENSG00000119318",5887,"UV excision repair protein RAD23 homolog B"
"HBA2","G3V1N2",NA,NA,"HCG1745306, isoform CRA_a"
"ELAVL1","Q15717","ENSG00000066044",1994,"ELAV-like protein 1"
"RPL6","Q02878","ENSG00000089009",6128,"60S ribosomal protein L6"
"HDGF","P51858","ENSG00000143321",3068,"Hepatoma-derived growth factor"
"PPIB","P23284","ENSG00000166794",5479,"Peptidyl-prolyl cis-trans isomerase B"
"PDIA4","P13667","ENSG00000155660",9601,"Protein disulfide-isomerase A4"
"CDC37","Q16543","ENSG00000105401",11140,"Hsp90 co-chaperone Cdc37"
"CSRP1","P21291","ENSG00000159176",1465,"Cysteine and glycine-rich protein 1"
"SNRPN","J3QLE5",NA,NA,"Small nuclear ribonucleoprotein-associated protein N"
"RPL3","G5E9G0",NA,NA,"60S ribosomal protein L3"
"MDH2","G3XAL0",NA,NA,"Malate dehydrogenase"
"RUVBL2","Q9Y230","ENSG00000183207",10856,"RuvB-like 2"
"CCT2","P78371","ENSG00000166226",10576,"T-complex protein 1 subunit beta"
"RPS3","E9PL09",NA,NA,"40S ribosomal protein S3"
"KPNB1","J3QR48",NA,NA,"Importin subunit beta-1"
"HBD","P02042","ENSG00000223609",3045,"Hemoglobin subunit delta"
"VCP","P55072","ENSG00000165280",7415,"Transitional endoplasmic reticulum ATPase"
"CSNK2A1","Q5U5J2",NA,NA,"CSNK2A1 protein"
"NCBP2","P52298","ENSG00000114503",22916,"Nuclear cap-binding protein subunit 2"
"PCNA","P12004","ENSG00000132646",5111,"Proliferating cell nuclear antigen"
"DYNLRB1","Q9NP97","ENSG00000125971",83658,"Dynein light chain roadblock-type 1"
"RPL15","P61313","ENSG00000174748",6138,"60S ribosomal protein L15"
"CSNK2A3","Q8NEV1","ENSG00000254598",283106,"Casein kinase II subunit alpha 3"
"CBX1","B5MD17",NA,NA,"Chromobox protein homolog 1"
"RBM8A","Q9Y5S9","ENSG00000265241",9939,"RNA-binding protein 8A"
"G6PD","P11413","ENSG00000160211",2539,"Glucose-6-phosphate 1-dehydrogenase"
"GOLGA2","A0A0C4DGS5",NA,NA,"Golgin subfamily A member 2"
"U2AF1","Q01081","ENSG00000160201",7307,"Splicing factor U2AF 35 kDa subunit"
"ENO3","P13929","ENSG00000108515",2027,"Beta-enolase"
"PDIA6","Q15084","ENSG00000143870",10130,"Protein disulfide-isomerase A6"
"SEPTIN8","A6NFQ9",NA,NA,"Septin"
"HLA-B","P30685",NA,NA,"HLA class I histocompatibility antigen, B alpha chain"
"SERPINH1","H0YEP8",NA,NA,"Collagen-binding protein"
"PARP1","P09874","ENSG00000143799",142,"Poly [ADP-ribose] polymerase 1"
"RPS2","H0YEN5",NA,NA,"40S ribosomal protein S2"
"IGHG3","A0A075B6N8",NA,NA,"Immunoglobulin heavy constant gamma 3"
"MYH14","M0QY43",NA,NA,"Myosin-14"
"IGLC7","A0M8Q6",NA,NA,"Immunoglobulin lambda constant 7"
"RPL19","J3QR09",NA,NA,"Ribosomal protein L19"
"MARCKS","P29966","ENSG00000277443",4082,"Myristoylated alanine-rich C-kinase substrate"
"EEF1G","P26641","ENSG00000254772",1937,"Elongation factor 1-gamma"
"RPL13A","Q8J015",NA,NA,"60S ribosomal protein L13a"
"ZNF207","J3QRS9",NA,NA,"BUB3-interacting and GLEBS motif-containing protein ZNF207"
NA,"A6NE09",NA,NA,NA
"RANBP1","F6WQW2",NA,NA,"Ran-specific GTPase-activating protein"
"CHMP4B","Q9H444","ENSG00000101421",128866,"Charged multivesicular body protein 4b"
