"symbol","uniprot","ensembl","entrez","name"
"ACO2","Q99798","ENSG00000100412",50,"Aconitate hydratase, mitochondrial"
"STMN1","P16949","ENSG00000117632",3925,"Stathmin"
"NPEPPS","P55786","ENSG00000141279",9520,"Puromycin-sensitive aminopeptidase"
NA,"A6NEC2",NA,NA,"Puromycin-sensitive aminopeptidase-like protein"
"MANF","P55145","ENSG00000145050",7873,"Mesencephalic astrocyte-derived neurotrophic factor"
"CBR1","P16152","ENSG00000159228",873,"Carbonyl reductase [NADPH] 1"
"CBR3","O75828","ENSG00000159231",874,"Carbonyl reductase [NADPH] 3"
"RPL23A","P62750","ENSG00000198242",6147,"60S ribosomal protein L23a"
"KRTAP16-1","A8MUX0","ENSG00000263186",100505753,"Keratin-associated protein 16-1"
"KRTAP9-6","A8MVA2","ENSG00000263263",100507608,"Keratin-associated protein 9-6"
"EWSR1","Q01844","ENSG00000182944",2130,"RNA-binding protein EWS"
"CPNE1","Q99829","ENSG00000214078",8904,"Copine-1"
"H2BC4","P62807","ENSG00000180596",8347,"Histone H2B type 1-C/E/F/G/I"
"H2BC15","Q99877","ENSG00000233822",8341,"Histone H2B type 1-N"
"H2BC13","Q99880","ENSG00000185130",8340,"Histone H2B type 1-L"
"H2BC14","Q99879","ENSG00000273703",8342,"Histone H2B type 1-M"
"H2BC9","Q93079","ENSG00000275713",8345,"Histone H2B type 1-H"
"H2BC18","Q5QNW6","ENSG00000203814",440689,"Histone H2B type 2-F"
NA,"B2R4S9",NA,NA,"Histone H2B"
"H2BC5","P58876","ENSG00000158373",3017,"Histone H2B type 1-D"
"H2BS1","P57053","ENSG00000234289",54145,"Histone H2B type F-S"
"H2BC12","O60814","ENSG00000197903",85236,"Histone H2B type 1-K"
"HNRNPC","P07910","ENSG00000092199",3183,"Heterogeneous nuclear ribonucleoproteins C1/C2"
"DBNL","Q9UJU6","ENSG00000136279",28988,"Drebrin-like protein"
"H3-3B","P84243","ENSG00000132475",3021,"Histone H3.3"
"H3-3B","P84243","ENSG00000132475",3021,"Histone H3.3"
"H3C13","Q71DI3","ENSG00000183598",653604,"Histone H3.2"
"H3-4","Q16695","ENSG00000285435",8290,"Histone H3.1t"
"H3C10","P68431","ENSG00000278828",8357,"Histone H3.1"
"H3-5","Q6NXT2","ENSG00000188375",440093,"Histone H3.3C"
"ANXA8L1","Q5VT79","ENSG00000264230",728113,"Annexin A8-like protein 1"
"ANXA8L1","Q5VT79","ENSG00000264230",728113,"Annexin A8-like protein 1"
"ANXA8","P13928","ENSG00000265190",653145,"Annexin A8"
"CCT3","P49368","ENSG00000163468",7203,"T-complex protein 1 subunit gamma"
"UBB","P0CG47","ENSG00000170315",7314,"Polyubiquitin-B"
"RPS27A","P62979","ENSG00000143947",6233,"Ubiquitin-40S ribosomal protein S27a"
"UBC","P0CG48","ENSG00000150991",7316,"Polyubiquitin-C"
"UBA52","P62987","ENSG00000221983",7311,"Ubiquitin-60S ribosomal protein L40"
NA,NA,NA,NA,NA
"CDCA5","Q96FF9","ENSG00000146670",113130,"Sororin"
"SEPTIN2","Q15019","ENSG00000168385",4735,"Septin-2"
"RAN","P62826","ENSG00000132341",5901,"GTP-binding nuclear protein Ran"
"RANBP3","Q9H6Z4","ENSG00000031823",8498,"Ran-binding protein 3"
"HSPE1","P61604","ENSG00000115541",3336,"10 kDa heat shock protein, mitochondrial"
NA,"S4R3N1",NA,NA,"10 kDa heat shock protein, mitochondrial"
"PTMA","P06454","ENSG00000187514",5757,"Prothymosin alpha"
"MDH1","P40925","ENSG00000014641",4190,"Malate dehydrogenase, cytoplasmic"
"CCDC39","Q9UFE4","ENSG00000284862",339829,"Coiled-coil domain-containing protein 39"
"PFN2","P35080","ENSG00000070087",5217,"Profilin-2"
"SRI","P30626","ENSG00000075142",6717,"Sorcin"
"ARF5","P84085","ENSG00000004059",381,"ADP-ribosylation factor 5"
"LYG2","Q86SG7","ENSG00000185674",254773,"Lysozyme g-like protein 2"
"NAP1L4","Q99733","ENSG00000273562",4676,"Nucleosome assembly protein 1-like 4"
"PPP1CB","P62140","ENSG00000213639",5500,"Serine/threonine-protein phosphatase PP1-beta catalytic subunit"
"TACC3","Q9Y6A5","ENSG00000013810",10460,"Transforming acidic coiled-coil-containing protein 3"
NA,"Q8IX09",NA,NA,"Erythropoietin induced cDNA-1 transcript variant 2"
"BUD31","P41223","ENSG00000106245",8896,"Protein BUD31 homolog"
"APOD","P05090","ENSG00000189058",347,"Apolipoprotein D"
"GNB2","P62879","ENSG00000172354",2783,"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2"
"GNB4","Q9HAV0","ENSG00000114450",59345,"Guanine nucleotide-binding protein subunit beta-4"
"GNB1","P62873","ENSG00000078369",2782,"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1"
"GNB3","P16520","ENSG00000111664",2784,"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3"
"RPL24","P83731","ENSG00000114391",6152,"60S ribosomal protein L24"
"PRMT5","O14744","ENSG00000100462",10419,"Protein arginine N-methyltransferase 5"
"TF","P02787","ENSG00000091513",7018,"Serotransferrin"
"RPL35A","P18077","ENSG00000182899",6165,"60S ribosomal protein L35a"
"KRT86","O43790","ENSG00000170442",3892,"Keratin, type II cuticular Hb6"
"KRT33A","O76009","ENSG00000261986",3883,"Keratin, type I cuticular Ha3-I"
"KRT36","O76013","ENSG00000126337",8689,"Keratin, type I cuticular Ha6"
"KRT38","O76015","ENSG00000171360",8687,"Keratin, type I cuticular Ha8"
"KRT75","O95678","ENSG00000170454",9119,"Keratin, type II cytoskeletal 75"
"KRT14","P02533","ENSG00000186847",3861,"Keratin, type I cytoskeletal 14"
"KRT6A","P02538","ENSG00000205420",3853,"Keratin, type II cytoskeletal 6A"
"ALB","P02768","ENSG00000163631",213,"Albumin"
"KRT8","P05787","ENSG00000170421",3856,"Keratin, type II cytoskeletal 8"
"PLG","P00747","ENSG00000122194",5340,"Plasminogen"
"KRT19","P08727","ENSG00000171345",3880,"Keratin, type I cytoskeletal 19"
"KRT16","P08779","ENSG00000186832",3868,"Keratin, type I cytoskeletal 16"
"KRT10","P13645","ENSG00000186395",3858,"Keratin, type I cytoskeletal 10"
"KRT5","P13647","ENSG00000186081",3852,"Keratin, type II cytoskeletal 5"
"KRT2","P35908","ENSG00000172867",3849,"Keratin, type II cytoskeletal 2 epidermal"
"KRTAP10-12","P60413","ENSG00000189169",386685,"Keratin-associated protein 10-12"
"KRT85","P78386","ENSG00000135443",3891,"Keratin, type II cuticular Hb5"
"KRT17","Q04695","ENSG00000128422",3872,"Keratin, type I cytoskeletal 17"
"KRT81","Q14533","ENSG00000205426",3887,"Keratin, type II cuticular Hb1"
"KRT72","Q14CN4","ENSG00000170486",140807,"Keratin, type II cytoskeletal 72"
"KRT31","Q15323","ENSG00000262993",3881,"Keratin, type I cuticular Ha1"
"C3","P01024","ENSG00000125730",718,"Complement C3"
"KRT7","P08729","ENSG00000135480",3855,"Keratin, type II cytoskeletal 7"
"KRT40","Q6A162","ENSG00000262845",125115,"Keratin, type I cytoskeletal 40"
"KRT39","Q6A163","ENSG00000262164",390792,"Keratin, type I cytoskeletal 39"
"KRT84","Q9NSB2","ENSG00000161849",3890,"Keratin, type II cuticular Hb4"
"KRT80","Q6KB66","ENSG00000167767",144501,"Keratin, type II cytoskeletal 80"
"KRT83","P78385","ENSG00000170523",3889,"Keratin, type II cuticular Hb3"
"KRT78","Q8N1N4","ENSG00000170423",196374,"Keratin, type II cytoskeletal 78"
"HRNR","Q86YZ3","ENSG00000197915",388697,"Hornerin"
"KRT34","O76011","ENSG00000131737",3885,"Keratin, type I cuticular Ha4"
"KRTAP4-6","Q9BYQ5","ENSG00000198090",81871,"Keratin-associated protein 4-6"
"KRTAP4-12","Q9BQ66","ENSG00000263236",83755,"Keratin-associated protein 4-12"
"KRTAP4-9","Q9BYQ8","ENSG00000212722",100132386,"Keratin-associated protein 4-9"
"KRTAP4-3","Q9BYR4","ENSG00000196156",85290,"Keratin-associated protein 4-3"
"KRTAP3-1","Q9BYR8","ENSG00000262068",83896,"Keratin-associated protein 3-1"
"KRTAP2-1","Q9BYU5","ENSG00000261852",81872,"Keratin-associated protein 2-1"
"KRTAP2-2","Q9BYT5","ENSG00000214518",728279,"Keratin-associated protein 2-2"
"KRTAP2-4","Q9BYR9","ENSG00000263091",85294,"Keratin-associated protein 2-4"
"KRTAP2-3","P0C7H8","ENSG00000262862",730755,"Keratin-associated protein 2-3"
"KRT82","Q9NSB4","ENSG00000161850",3888,"Keratin, type II cuticular Hb2"
"RPL32","P62910","ENSG00000144713",6161,"60S ribosomal protein L32"
"HNRNPD","Q14103","ENSG00000138668",3184,"Heterogeneous nuclear ribonucleoprotein D0"
"RPS3A","P61247","ENSG00000145425",6189,"40S ribosomal protein S3a"
"FGB","P02675","ENSG00000171564",2244,"Fibrinogen beta chain"
"SDHA","P31040","ENSG00000073578",6389,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial"
"UBE2V2","Q15819","ENSG00000169139",7336,"Ubiquitin-conjugating enzyme E2 variant 2"
"UBE2V1","Q13404","ENSG00000244687",7335,"Ubiquitin-conjugating enzyme E2 variant 1"
NA,"I3L0A0",NA,NA,"HCG2044781"
"NUDCD2","Q8WVJ2","ENSG00000170584",134492,"NudC domain-containing protein 2"
"STMN2","Q93045","ENSG00000104435",11075,"Stathmin-2"
"RPL26","P61254","ENSG00000161970",6154,"60S ribosomal protein L26"
"RPL26L1","Q9UNX3","ENSG00000037241",51121,"60S ribosomal protein L26-like 1"
"SQSTM1","Q13501","ENSG00000161011",8878,"Sequestosome-1"
"NPC2","P61916","ENSG00000119655",10577,"NPC intracellular cholesterol transporter 2"
"CFTR","P13569","ENSG00000001626",1080,"Cystic fibrosis transmembrane conductance regulator"
"SEPTIN7","Q16181","ENSG00000122545",989,"Septin-7"
"EZR","P15311","ENSG00000092820",7430,"Ezrin"
"EIF3M","Q7L2H7","ENSG00000149100",10480,"Eukaryotic translation initiation factor 3 subunit M"
"HSD17B4","P51659","ENSG00000133835",3295,"Peroxisomal multifunctional enzyme type 2"
NA,"Q6AWB1",NA,NA,"Dynactin subunit 1"
"DCTN1","Q14203","ENSG00000204843",1639,"Dynactin subunit 1"
"NACA","E9PAV3","ENSG00000196531",4666,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form"
"TNC","P24821","ENSG00000041982",3371,"Tenascin"
"HNRNPH1","P31943","ENSG00000284254",3187,"Heterogeneous nuclear ribonucleoprotein H"
"HNRNPH2","P55795","ENSG00000126945",3188,"Heterogeneous nuclear ribonucleoprotein H2"
"FUBP1","Q96AE4","ENSG00000162613",8880,"Far upstream element-binding protein 1"
"CALD1","Q05682","ENSG00000122786",800,"Caldesmon"
"EEF1D","P29692","ENSG00000273594",1936,"Elongation factor 1-delta"
"MTCH2","Q9Y6C9","ENSG00000285121",23788,"Mitochondrial carrier homolog 2"
"RPL27A","P46776","ENSG00000166441",6157,"60S ribosomal protein L27a"
"RRM1","P23921","ENSG00000167325",6240,"Ribonucleoside-diphosphate reductase large subunit"
"CFL1","P23528","ENSG00000172757",1072,"Cofilin-1"
"CHMP4A","Q9BY43","ENSG00000285302",29082,"Charged multivesicular body protein 4a"
"MTAP","Q13126","ENSG00000099810",4507,"S-methyl-5'-thioadenosine phosphorylase"
"SELENBP1","Q13228","ENSG00000143416",8991,"Methanethiol oxidase"
"RPL35","P42766","ENSG00000136942",11224,"60S ribosomal protein L35"
"PSMD9","O00233","ENSG00000110801",5715,"26S proteasome non-ATPase regulatory subunit 9"
"PHB2","Q99623","ENSG00000215021",11331,"Prohibitin-2"
"LOXHD1","Q8IVV2","ENSG00000167210",125336,"Lipoxygenase homology domain-containing protein 1"
"TENM2","Q9NT68","ENSG00000145934",57451,"Teneurin-2"
"MTHFD1","P11586","ENSG00000100714",4522,"C-1-tetrahydrofolate synthase, cytoplasmic"
"SEC23A","Q15436","ENSG00000100934",10484,"Protein transport protein Sec23A"
"TUBA1C","Q9BQE3","ENSG00000167553",84790,"Tubulin alpha-1C chain"
"TUBA1A","Q71U36","ENSG00000167552",7846,"Tubulin alpha-1A chain"
"TUBA1B","P68363","ENSG00000123416",10376,"Tubulin alpha-1B chain"
"TUBA3C","P0DPH7","ENSG00000198033",7278,"Tubulin alpha-3C chain"
"TUBA3E","Q6PEY2","ENSG00000152086",112714,"Tubulin alpha-3E chain"
"DDX19A","Q9NUU7","ENSG00000168872",55308,"ATP-dependent RNA helicase DDX19A"
"DDX19B","Q9UMR2","ENSG00000157349",11269,"ATP-dependent RNA helicase DDX19B"
"LIMA1","Q9UHB6","ENSG00000050405",51474,"LIM domain and actin-binding protein 1"
"UBE2N","P61088","ENSG00000177889",7334,"Ubiquitin-conjugating enzyme E2 N"
NA,"Q5JXB2",NA,NA,"Putative ubiquitin-conjugating enzyme E2 N-like"
"CSRP2","Q16527","ENSG00000175183",1466,"Cysteine and glycine-rich protein 2"
"RPLP0","P05388","ENSG00000089157",6175,"60S acidic ribosomal protein P0"
NA,"Q8NHW5",NA,NA,"60S acidic ribosomal protein P0-like"
"ALDH7A1","P49419","ENSG00000164904",501,"Alpha-aminoadipic semialdehyde dehydrogenase"
"CNPY2","Q9Y2B0","ENSG00000257727",10330,"Protein canopy homolog 2"
"PCBP2","Q15366","ENSG00000197111",5094,"Poly(rC)-binding protein 2"
"PCBP3","P57721","ENSG00000183570",54039,"Poly(rC)-binding protein 3"
"KRT18","P05783","ENSG00000111057",3875,"Keratin, type I cytoskeletal 18"
"MYL6","P60660","ENSG00000092841",4637,"Myosin light polypeptide 6"
"APOA1","P02647","ENSG00000118137",335,"Apolipoprotein A-I"
"HNRNPA1","P09651","ENSG00000135486",3178,"Heterogeneous nuclear ribonucleoprotein A1"
"HNRNPA1L2","Q32P51","ENSG00000139675",144983,"Heterogeneous nuclear ribonucleoprotein A1-like 2"
"RTN4","Q9NQC3","ENSG00000115310",57142,"Reticulon-4"
"CLTA","P09496","ENSG00000122705",1211,"Clathrin light chain A"
"RPL18","Q07020","ENSG00000063177",6141,"60S ribosomal protein L18"
"ERH","P84090","ENSG00000100632",2079,"Enhancer of rudimentary homolog"
"RPL3","P39023","ENSG00000100316",6122,"60S ribosomal protein L3"
"SEC24C","P53992","ENSG00000176986",9632,"Protein transport protein Sec24C"
"CDSN","Q15517","ENSG00000237123",1041,"Corneodesmosin"
"ZYX","Q15942","ENSG00000285443",7791,"Zyxin"
"IMPDH2","P12268","ENSG00000178035",3615,"Inosine-5'-monophosphate dehydrogenase 2"
"SAR1A","Q9NR31","ENSG00000079332",56681,"GTP-binding protein SAR1a"
"ZNF185","O15231","ENSG00000147394",7739,"Zinc finger protein 185"
"CALM2","P0DP24","ENSG00000143933",805,"Calmodulin-2"
"CALM1","P0DP23","ENSG00000198668",801,"Calmodulin-1"
"CALM3","P0DP25","ENSG00000160014",808,"Calmodulin-3"
"GRK6","P43250","ENSG00000198055",2870,"G protein-coupled receptor kinase 6"
"HEXB","P07686","ENSG00000049860",3074,"Beta-hexosaminidase subunit beta"
"RPS2","P15880","ENSG00000140988",6187,"40S ribosomal protein S2"
"DCTN2","Q13561","ENSG00000175203",10540,"Dynactin subunit 2"
"CKB","P12277","ENSG00000166165",1152,"Creatine kinase B-type"
"RPL28","P46779","ENSG00000108107",6158,"60S ribosomal protein L28"
"TPM1","P09493","ENSG00000140416",7168,"Tropomyosin alpha-1 chain"
"PSMA4","P25789","ENSG00000041357",5685,"Proteasome subunit alpha type-4"
"IDH3A","P50213","ENSG00000166411",3419,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial"
"ANP32A","P39687","ENSG00000140350",8125,"Acidic leucine-rich nuclear phosphoprotein 32 family member A"
NA,"O43423",NA,NA,"Acidic leucine-rich nuclear phosphoprotein 32 family member C"
"DDX17","Q92841","ENSG00000100201",10521,"Probable ATP-dependent RNA helicase DDX17"
"IST1","P53990","ENSG00000182149",9798,"IST1 homolog"
"COX5A","P20674","ENSG00000178741",9377,"Cytochrome c oxidase subunit 5A, mitochondrial"
"FUS","P35637","ENSG00000089280",2521,"RNA-binding protein FUS"
"APRT","P07741","ENSG00000198931",353,"Adenine phosphoribosyltransferase"
"UQCRC2","P22695","ENSG00000140740",7385,"Cytochrome b-c1 complex subunit 2, mitochondrial"
"TRA2B","P62995","ENSG00000136527",6434,"Transformer-2 protein homolog beta"
"SLC25A11","Q02978","ENSG00000108528",8402,"Mitochondrial 2-oxoglutarate/malate carrier protein"
"EIF5A","P63241","ENSG00000288145",1984,"Eukaryotic translation initiation factor 5A-1"
"EIF5AL1","Q6IS14","ENSG00000253626",143244,"Eukaryotic translation initiation factor 5A-1-like"
"C1QBP","Q07021","ENSG00000108561",708,"Complement component 1 Q subcomponent-binding protein, mitochondrial"
"SRSF2","Q01130","ENSG00000161547",6427,"Serine/arginine-rich splicing factor 2"
"SRSF8","Q9BRL6","ENSG00000263465",10929,"Serine/arginine-rich splicing factor 8"
"ALDOA","P04075","ENSG00000149925",226,"Fructose-bisphosphate aldolase A"
"OLA1","Q9NTK5","ENSG00000138430",29789,"Obg-like ATPase 1"
"GSDMA","Q96QA5","ENSG00000167914",284110,"Gasdermin-A"
"DDX5","P17844","ENSG00000108654",1655,"Probable ATP-dependent RNA helicase DDX5"
"RPL19","P84098","ENSG00000108298",6143,"60S ribosomal protein L19"
"SRSF1","Q07955","ENSG00000136450",6426,"Serine/arginine-rich splicing factor 1"
"PSMC5","P62195","ENSG00000087191",5705,"26S proteasome regulatory subunit 8"
"KPNB1","Q14974","ENSG00000108424",3837,"Importin subunit beta-1"
"MYL12A","P19105","ENSG00000101608",10627,"Myosin regulatory light chain 12A"
"MYL12B","O14950","ENSG00000118680",103910,"Myosin regulatory light chain 12B"
"PSMD11","O00231","ENSG00000108671",5717,"26S proteasome non-ATPase regulatory subunit 11"
"LMNB2","Q03252","ENSG00000176619",84823,"Lamin-B2"
"KATNAL2","Q8IYT4","ENSG00000167216",83473,"Katanin p60 ATPase-containing subunit A-like 2"
"RPL22","P35268","ENSG00000116251",6146,"60S ribosomal protein L22"
"DAZAP1","Q96EP5","ENSG00000071626",26528,"DAZ-associated protein 1"
"TBCB","Q99426","ENSG00000105254",1155,"Tubulin-folding cofactor B"
"PPL","O60437","ENSG00000118898",5493,"Periplakin"
"EIF3G","O75821","ENSG00000130811",8666,"Eukaryotic translation initiation factor 3 subunit G"
"PRKCSH","P14314","ENSG00000130175",5589,"Glucosidase 2 subunit beta"
"PARK7","Q99497","ENSG00000116288",11315,"Parkinson disease protein 7"
"MBTD1","Q05BQ5","ENSG00000011258",54799,"MBT domain-containing protein 1"
"L3MBTL2","Q969R5","ENSG00000100395",83746,"Lethal(3)malignant brain tumor-like protein 2"
"CDC37","Q16543","ENSG00000105401",11140,"Hsp90 co-chaperone Cdc37"
"SNRPD2","P62316","ENSG00000125743",6633,"Small nuclear ribonucleoprotein Sm D2"
"RPL27","P61353","ENSG00000131469",6155,"60S ribosomal protein L27"
"UBE2M","P61081","ENSG00000130725",9040,"NEDD8-conjugating enzyme Ubc12"
"SH3GL1","Q99961","ENSG00000141985",6455,"Endophilin-A2"
"SH3GL2","Q99962","ENSG00000107295",6456,"Endophilin-A1"
"RPS11","P62280","ENSG00000142534",6205,"40S ribosomal protein S11"
"RPS5","P46782","ENSG00000083845",6193,"40S ribosomal protein S5"
"RPL18A","Q02543","ENSG00000105640",6142,"60S ribosomal protein L18a"
"KIF2A","O00139","ENSG00000068796",3796,"Kinesin-like protein KIF2A"
"DDX39A","O00148","ENSG00000123136",10212,"ATP-dependent RNA helicase DDX39A"
"DDX39B","Q13838","ENSG00000235439",7919,"Spliceosome RNA helicase DDX39B"
"PDLIM1","O00151","ENSG00000107438",9124,"PDZ and LIM domain protein 1"
