"symbol","uniprot","ensembl","entrez","name"
"PABPC1","P11940","ENSG00000070756",26986,"Polyadenylate-binding protein 1"
"PABPC3","Q9H361","ENSG00000151846",5042,"Polyadenylate-binding protein 3"
"IGLL5","B9A064","ENSG00000254709",100423062,"Immunoglobulin lambda-like polypeptide 5"
NA,"P0CG04",NA,NA,"Immunoglobulin lambda constant 1"
"EHD4","Q9H223","ENSG00000103966",30844,"EH domain-containing protein 4"
"SPCS2","Q15005","ENSG00000118363",9789,"Signal peptidase complex subunit 2"
"HNRNPDL","O14979","ENSG00000152795",9987,"Heterogeneous nuclear ribonucleoprotein D-like"
"RPS24","P62847","ENSG00000138326",6229,"40S ribosomal protein S24"
"SPTBN1","Q01082","ENSG00000115306",6711,"Spectrin beta chain, non-erythrocytic 1"
"RPL10","P27635","ENSG00000147403",6134,"60S ribosomal protein L10"
"RPL10L","Q96L21","ENSG00000165496",140801,"60S ribosomal protein L10-like"
"SH3BGRL3","Q9H299","ENSG00000142669",83442,"SH3 domain-binding glutamic acid-rich-like protein 3"
"IGHG1","P01857","ENSG00000277633",NA,"Immunoglobulin heavy constant gamma 1"
"CLTC","Q00610","ENSG00000141367",1213,"Clathrin heavy chain 1"
"RRBP1","Q9P2E9","ENSG00000125844",6238,"Ribosome-binding protein 1"
"PRSS1","P07477","ENSG00000274247",5644,"Trypsin-1"
NA,"Q5NV56",NA,NA,"Anionic trypsinogen"
NA,"Q8NHM4",NA,NA,"Putative trypsin-6"
"PRSS2","P07478","ENSG00000282049",5645,"Trypsin-2"
"RPL17","P18621","ENSG00000265681",6139,"60S ribosomal protein L17"
NA,"A0A0A6YYL6",NA,NA,"60S ribosomal protein L17"
"TPM3","P06753","ENSG00000143549",7170,"Tropomyosin alpha-3 chain"
NA,"Q5HYB6",NA,NA,"Epididymis luminal protein 189"
"ADRM1","Q16186","ENSG00000130706",11047,"Proteasomal ubiquitin receptor ADRM1"
NA,"P01860",NA,NA,"Immunoglobulin heavy constant gamma 3"
"MTSS2","Q765P7","ENSG00000132613",92154,"Protein MTSS 2"
"HSPA4","P34932","ENSG00000170606",3308,"Heat shock 70 kDa protein 4"
"WASHC2A","Q641Q2","ENSG00000099290",387680,"WASH complex subunit 2A"
"WASHC2C","Q9Y4E1","ENSG00000172661",253725,"WASH complex subunit 2C"
"GLUL","P15104","ENSG00000135821",2752,"Glutamine synthetase"
"TPD52L2","O43399","ENSG00000101150",7165,"Tumor protein D54"
"PTGES3","Q15185","ENSG00000110958",10728,"Prostaglandin E synthase 3"
"PKP1","Q13835","ENSG00000081277",5317,"Plakophilin-1"
"RPS16","P62249","ENSG00000105193",6217,"40S ribosomal protein S16"
"ZNF90","Q03938","ENSG00000213988",7643,"Zinc finger protein 90"
"MARCKS","P29966","ENSG00000277443",4082,"Myristoylated alanine-rich C-kinase substrate"
"IGKV1D-33","P01593","ENSG00000239975",NA,"Immunoglobulin kappa variable 1D-33"
"HNRNPAB","Q99729","ENSG00000197451",3182,"Heterogeneous nuclear ribonucleoprotein A/B"
"IGKV3-11","P04433","ENSG00000282823",NA,"Immunoglobulin kappa variable 3-11"
"HYOU1","Q9Y4L1","ENSG00000280682",10525,"Hypoxia up-regulated protein 1"
"TJP1","Q07157","ENSG00000277401",7082,"Tight junction protein ZO-1"
"HNRNPM","P52272","ENSG00000099783",4670,"Heterogeneous nuclear ribonucleoprotein M"
"SEPTIN8","Q92599","ENSG00000164402",23176,"Septin-8"
"ST13","P50502","ENSG00000100380",6767,"Hsc70-interacting protein"
NA,"Q8IZP2",NA,NA,"Putative protein FAM10A4"
NA,"Q8NFI4",NA,NA,"Putative protein FAM10A5"
"PRMT1","Q99873","ENSG00000126457",3276,"Protein arginine N-methyltransferase 1"
"PSME2","Q9UL46","ENSG00000284889",5721,"Proteasome activator complex subunit 2"
"CNN2","Q99439","ENSG00000064666",1265,"Calponin-2"
"GSTP1","P09211","ENSG00000084207",2950,"Glutathione S-transferase P"
"DDX1","Q92499","ENSG00000079785",1653,"ATP-dependent RNA helicase DDX1"
"PSMC6","P62333","ENSG00000100519",5706,"26S proteasome regulatory subunit 10B"
"KRT33B","Q14525","ENSG00000263012",3884,"Keratin, type I cuticular Ha3-II"
"RNF114","Q9Y508","ENSG00000124226",55905,"E3 ubiquitin-protein ligase RNF114"
"VDAC2","P45880","ENSG00000165637",7417,"Voltage-dependent anion-selective channel protein 2"
"AKAP9","Q99996","ENSG00000127914",10142,"A-kinase anchor protein 9"
"PCMT1","P22061","ENSG00000120265",5110,"Protein-L-isoaspartate(D-aspartate) O-methyltransferase"
"GSN","P06396","ENSG00000148180",2934,"Gelsolin"
"PRDX1","Q06830","ENSG00000117450",5052,"Peroxiredoxin-1"
"HSPH1","Q92598","ENSG00000120694",10808,"Heat shock protein 105 kDa"
"PLS3","P13797","ENSG00000102024",5358,"Plastin-3"
"GPI","P06744","ENSG00000105220",2821,"Glucose-6-phosphate isomerase"
"ARPC4","P59998","ENSG00000241553",10093,"Actin-related protein 2/3 complex subunit 4"
NA,"A0A0A6YYG9",NA,NA,"Protein ARPC4-TTLL3"
"TKT","P29401","ENSG00000163931",7086,"Transketolase"
"NAA15","Q9BXJ9","ENSG00000164134",80155,"N-alpha-acetyltransferase 15, NatA auxiliary subunit"
"IGLV9-49","A0A0B4J1Y8","ENSG00000223350",NA,"Immunoglobulin lambda variable 9-49"
"LYZ","P61626","ENSG00000090382",4069,"Lysozyme C"
"NAMPT","P43490","ENSG00000105835",10135,"Nicotinamide phosphoribosyltransferase"
"SET","Q01105","ENSG00000119335",6418,"Protein SET"
"SETSIP","P0DME0","ENSG00000230667",646817,"Protein SETSIP"
"RPSA","P08865","ENSG00000168028",3921,"40S ribosomal protein SA"
NA,NA,NA,NA,NA
"PNPLA8","Q9NP80","ENSG00000135241",50640,"Calcium-independent phospholipase A2-gamma"
"DDX46","Q7L014","ENSG00000145833",9879,"Probable ATP-dependent RNA helicase DDX46"
"CAST","P20810","ENSG00000153113",831,"Calpastatin"
"CS","O75390","ENSG00000062485",1431,"Citrate synthase, mitochondrial"
"DUT","P33316","ENSG00000128951",1854,"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial"
"HP","P00738","ENSG00000257017",3240,"Haptoglobin"
"HPR","P00739","ENSG00000261701",3250,"Haptoglobin-related protein"
"IGKV3D-20","A0A0C4DH25","ENSG00000211625",NA,"Immunoglobulin kappa variable 3D-20"
"RPL30","P62888","ENSG00000156482",6156,"60S ribosomal protein L30"
"DDX3X","O00571","ENSG00000215301",1654,"ATP-dependent RNA helicase DDX3X"
"DDX3Y","O15523","ENSG00000067048",8653,"ATP-dependent RNA helicase DDX3Y"
"SPTAN1","Q13813","ENSG00000197694",6709,"Spectrin alpha chain, non-erythrocytic 1"
"LMNB1","P20700","ENSG00000113368",4001,"Lamin-B1"
"PNKP","Q96T60","ENSG00000039650",11284,"Bifunctional polynucleotide phosphatase/kinase"
"DIAPH1","O60610","ENSG00000131504",1729,"Protein diaphanous homolog 1"
"HSPA1B","P0DMV9","ENSG00000232804",3304,"Heat shock 70 kDa protein 1B"
"HSPA1A","P0DMV8","ENSG00000237724",3303,"Heat shock 70 kDa protein 1A"
"PSMB9","P28065","ENSG00000243958",5698,"Proteasome subunit beta type-9"
"SSBP1","Q04837","ENSG00000262771",6742,"Single-stranded DNA-binding protein, mitochondrial"
NA,"Q5SRQ3",NA,NA,"Casein kinase II subunit beta"
"CSNK2B","P67870","ENSG00000230700",1460,"Casein kinase II subunit beta"
NA,"N0E472",NA,NA,"Casein kinase II subunit beta"
"LAD1","O00515","ENSG00000159166",3898,"Ladinin-1"
"UBA6","A0AVT1","ENSG00000033178",55236,"Ubiquitin-like modifier-activating enzyme 6"
"ACO2","Q99798","ENSG00000100412",50,"Aconitate hydratase, mitochondrial"
"STMN1","P16949","ENSG00000117632",3925,"Stathmin"
"RPRD1B","Q9NQG5","ENSG00000101413",58490,"Regulation of nuclear pre-mRNA domain-containing protein 1B"
"NPEPPS","P55786","ENSG00000141279",9520,"Puromycin-sensitive aminopeptidase"
NA,"A6NEC2",NA,NA,"Puromycin-sensitive aminopeptidase-like protein"
"MANF","P55145","ENSG00000145050",7873,"Mesencephalic astrocyte-derived neurotrophic factor"
"AFDN","P55196","ENSG00000130396",4301,"Afadin"
"CBR1","P16152","ENSG00000159228",873,"Carbonyl reductase [NADPH] 1"
"CBR3","O75828","ENSG00000159231",874,"Carbonyl reductase [NADPH] 3"
"SUMO3","P55854","ENSG00000184900",6612,"Small ubiquitin-related modifier 3"
"SUMO4","Q6EEV6","ENSG00000177688",387082,"Small ubiquitin-related modifier 4"
"SUMO2","P61956","ENSG00000188612",6613,"Small ubiquitin-related modifier 2"
"RPL23A","P62750","ENSG00000198242",6147,"60S ribosomal protein L23a"
"KRTAP16-1","A8MUX0","ENSG00000263186",100505753,"Keratin-associated protein 16-1"
"EWSR1","Q01844","ENSG00000182944",2130,"RNA-binding protein EWS"
"CPNE1","Q99829","ENSG00000214078",8904,"Copine-1"
"VIM","P08670","ENSG00000026025",7431,"Vimentin"
"RAC3","P60763","ENSG00000169750",5881,"Ras-related C3 botulinum toxin substrate 3"
"RAC2","P15153","ENSG00000128340",5880,"Ras-related C3 botulinum toxin substrate 2"
"RAC1","P63000","ENSG00000136238",5879,"Ras-related C3 botulinum toxin substrate 1"
"XRCC6","P12956","ENSG00000196419",2547,"X-ray repair cross-complementing protein 6"
"H2BC4","P62807","ENSG00000180596",8347,"Histone H2B type 1-C/E/F/G/I"
"H2BC15","Q99877","ENSG00000233822",8341,"Histone H2B type 1-N"
"H2BC13","Q99880","ENSG00000185130",8340,"Histone H2B type 1-L"
"H2BC14","Q99879","ENSG00000273703",8342,"Histone H2B type 1-M"
"H2BC9","Q93079","ENSG00000275713",8345,"Histone H2B type 1-H"
"H2BC18","Q5QNW6","ENSG00000203814",440689,"Histone H2B type 2-F"
NA,"B2R4S9",NA,NA,"Histone H2B"
"H2BC5","P58876","ENSG00000158373",3017,"Histone H2B type 1-D"
"H2BS1","P57053","ENSG00000234289",54145,"Histone H2B type F-S"
"H2BC12","O60814","ENSG00000197903",85236,"Histone H2B type 1-K"
"HNRNPC","P07910","ENSG00000092199",3183,"Heterogeneous nuclear ribonucleoproteins C1/C2"
"CACYBP","Q9HB71","ENSG00000116161",27101,"Calcyclin-binding protein"
"HARS1","P12081","ENSG00000170445",3035,"Histidine--tRNA ligase, cytoplasmic"
"DBNL","Q9UJU6","ENSG00000136279",28988,"Drebrin-like protein"
"H3-3B","P84243","ENSG00000132475",3021,"Histone H3.3"
"H3-3B","P84243","ENSG00000132475",3021,"Histone H3.3"
"H3C13","Q71DI3","ENSG00000183598",653604,"Histone H3.2"
"H3-4","Q16695","ENSG00000285435",8290,"Histone H3.1t"
"H3C10","P68431","ENSG00000278828",8357,"Histone H3.1"
"H3-5","Q6NXT2","ENSG00000188375",440093,"Histone H3.3C"
"PSMA1","P25786","ENSG00000129084",5682,"Proteasome subunit alpha type-1"
"ANXA8L1","Q5VT79","ENSG00000264230",728113,"Annexin A8-like protein 1"
"ANXA8L1","Q5VT79","ENSG00000264230",728113,"Annexin A8-like protein 1"
"ANXA8","P13928","ENSG00000265190",653145,"Annexin A8"
"CCT3","P49368","ENSG00000163468",7203,"T-complex protein 1 subunit gamma"
"UBB","P0CG47","ENSG00000170315",7314,"Polyubiquitin-B"
"RPS27A","P62979","ENSG00000143947",6233,"Ubiquitin-40S ribosomal protein S27a"
"UBC","P0CG48","ENSG00000150991",7316,"Polyubiquitin-C"
"UBA52","P62987","ENSG00000221983",7311,"Ubiquitin-60S ribosomal protein L40"
NA,NA,NA,NA,NA
"CDCA5","Q96FF9","ENSG00000146670",113130,"Sororin"
"SEPTIN2","Q15019","ENSG00000168385",4735,"Septin-2"
"RAN","P62826","ENSG00000132341",5901,"GTP-binding nuclear protein Ran"
"EIF3C","Q99613","ENSG00000184110",8663,"Eukaryotic translation initiation factor 3 subunit C"
"EIF3CL","B5ME19","ENSG00000205609",728689,"Eukaryotic translation initiation factor 3 subunit C-like protein"
"MAP4","P27816","ENSG00000047849",4134,"Microtubule-associated protein 4"
"TCEA1","P23193","ENSG00000187735",6917,"Transcription elongation factor A protein 1"
"TCEA2","Q15560","ENSG00000171703",6919,"Transcription elongation factor A protein 2"
"RANBP3","Q9H6Z4","ENSG00000031823",8498,"Ran-binding protein 3"
"CCT5","P48643","ENSG00000150753",22948,"T-complex protein 1 subunit epsilon"
"HSPE1","P61604","ENSG00000115541",3336,"10 kDa heat shock protein, mitochondrial"
NA,"S4R3N1",NA,NA,"10 kDa heat shock protein, mitochondrial"
"PTMA","P06454","ENSG00000187514",5757,"Prothymosin alpha"
"ELOB","Q15370","ENSG00000103363",6923,"Elongin-B"
"MDH1","P40925","ENSG00000014641",4190,"Malate dehydrogenase, cytoplasmic"
"PCYT1A","P49585","ENSG00000161217",5130,"Choline-phosphate cytidylyltransferase A"
"PCYT1B","Q9Y5K3","ENSG00000102230",9468,"Choline-phosphate cytidylyltransferase B"
"PFN2","P35080","ENSG00000070087",5217,"Profilin-2"
"SRI","P30626","ENSG00000075142",6717,"Sorcin"
"LRRFIP2","Q9Y608","ENSG00000093167",9209,"Leucine-rich repeat flightless-interacting protein 2"
"ARF5","P84085","ENSG00000004059",381,"ADP-ribosylation factor 5"
"NAP1L4","Q99733","ENSG00000273562",4676,"Nucleosome assembly protein 1-like 4"
"PPP1CB","P62140","ENSG00000213639",5500,"Serine/threonine-protein phosphatase PP1-beta catalytic subunit"
"TACC3","Q9Y6A5","ENSG00000013810",10460,"Transforming acidic coiled-coil-containing protein 3"
NA,"Q8IX09",NA,NA,"Erythropoietin induced cDNA-1 transcript variant 2"
"BUD31","P41223","ENSG00000106245",8896,"Protein BUD31 homolog"
"APOD","P05090","ENSG00000189058",347,"Apolipoprotein D"
"RANBP1","P43487","ENSG00000099901",5902,"Ran-specific GTPase-activating protein"
"ATG4B","Q9Y4P1","ENSG00000168397",23192,"Cysteine protease ATG4B"
"MTPN","P58546","ENSG00000105887",136319,"Myotrophin"
"RPL24","P83731","ENSG00000114391",6152,"60S ribosomal protein L24"
"PRMT5","O14744","ENSG00000100462",10419,"Protein arginine N-methyltransferase 5"
"CAPZA2","P47755","ENSG00000198898",830,"F-actin-capping protein subunit alpha-2"
"TF","P02787","ENSG00000091513",7018,"Serotransferrin"
"RCC1","P18754","ENSG00000180198",1104,"Regulator of chromosome condensation"
"PHB","P35232","ENSG00000167085",5245,"Prohibitin"
"RPL22L1","Q6P5R6","ENSG00000163584",200916,"60S ribosomal protein L22-like 1"
"EIF3B","P55884","ENSG00000106263",8662,"Eukaryotic translation initiation factor 3 subunit B"
"CTNND1","O60716","ENSG00000198561",1500,"Catenin delta-1"
"RPL35A","P18077","ENSG00000182899",6165,"60S ribosomal protein L35a"
"KRT86","O43790","ENSG00000170442",3892,"Keratin, type II cuticular Hb6"
"KRT33A","O76009","ENSG00000261986",3883,"Keratin, type I cuticular Ha3-I"
"KRT14","P02533","ENSG00000186847",3861,"Keratin, type I cytoskeletal 14"
"KRT6A","P02538","ENSG00000205420",3853,"Keratin, type II cytoskeletal 6A"
"ALB","P02768","ENSG00000163631",213,"Albumin"
"KRT8","P05787","ENSG00000170421",3856,"Keratin, type II cytoskeletal 8"
"PLG","P00747","ENSG00000122194",5340,"Plasminogen"
"KRT19","P08727","ENSG00000171345",3880,"Keratin, type I cytoskeletal 19"
"KRT16","P08779","ENSG00000186832",3868,"Keratin, type I cytoskeletal 16"
"KRT10","P13645","ENSG00000186395",3858,"Keratin, type I cytoskeletal 10"
"KRT5","P13647","ENSG00000186081",3852,"Keratin, type II cytoskeletal 5"
"KRT2","P35908","ENSG00000172867",3849,"Keratin, type II cytoskeletal 2 epidermal"
"KRT17","Q04695","ENSG00000128422",3872,"Keratin, type I cytoskeletal 17"
"KRT72","Q14CN4","ENSG00000170486",140807,"Keratin, type II cytoskeletal 72"
"C3","P01024","ENSG00000125730",718,"Complement C3"
"KRT7","P08729","ENSG00000135480",3855,"Keratin, type II cytoskeletal 7"
"FLG2","Q5D862","ENSG00000143520",388698,"Filaggrin-2"
"KRT40","Q6A162","ENSG00000262845",125115,"Keratin, type I cytoskeletal 40"
"KRT80","Q6KB66","ENSG00000167767",144501,"Keratin, type II cytoskeletal 80"
"KRT78","Q8N1N4","ENSG00000170423",196374,"Keratin, type II cytoskeletal 78"
"KRT28","Q7Z3Y7","ENSG00000173908",162605,"Keratin, type I cytoskeletal 28"
"KRT27","Q7Z3Y8","ENSG00000171446",342574,"Keratin, type I cytoskeletal 27"
"KRT25","Q7Z3Z0","ENSG00000204897",147183,"Keratin, type I cytoskeletal 25"
"HRNR","Q86YZ3","ENSG00000197915",388697,"Hornerin"
"RPL32","P62910","ENSG00000144713",6161,"60S ribosomal protein L32"
"GNPDA1","P46926","ENSG00000113552",10007,"Glucosamine-6-phosphate isomerase 1"
"HNRNPD","Q14103","ENSG00000138668",3184,"Heterogeneous nuclear ribonucleoprotein D0"
"RPS3A","P61247","ENSG00000145425",6189,"40S ribosomal protein S3a"
"SEPTIN11","Q9NVA2","ENSG00000138758",55752,"Septin-11"
"SEC31A","O94979","ENSG00000138674",22872,"Protein transport protein Sec31A"
"SDHA","P31040","ENSG00000073578",6389,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial"
"UBE2V2","Q15819","ENSG00000169139",7336,"Ubiquitin-conjugating enzyme E2 variant 2"
"UBE2V1","Q13404","ENSG00000244687",7335,"Ubiquitin-conjugating enzyme E2 variant 1"
NA,"I3L0A0",NA,NA,"HCG2044781"
"NUDCD2","Q8WVJ2","ENSG00000170584",134492,"NudC domain-containing protein 2"
"STMN2","Q93045","ENSG00000104435",11075,"Stathmin-2"
"ELOC","Q15369","ENSG00000154582",6921,"Elongin-C"
"RPL26","P61254","ENSG00000161970",6154,"60S ribosomal protein L26"
"RPL26L1","Q9UNX3","ENSG00000037241",51121,"60S ribosomal protein L26-like 1"
"TBCA","O75347","ENSG00000171530",6902,"Tubulin-specific chaperone A"
"SKP1","P63208","ENSG00000113558",6500,"S-phase kinase-associated protein 1"
"DNPEP","Q9ULA0","ENSG00000123992",23549,"Aspartyl aminopeptidase"
"SQSTM1","Q13501","ENSG00000161011",8878,"Sequestosome-1"
"NPC2","P61916","ENSG00000119655",10577,"NPC intracellular cholesterol transporter 2"
"SEPTIN7","Q16181","ENSG00000122545",989,"Septin-7"
"EZR","P15311","ENSG00000092820",7430,"Ezrin"
"EIF3M","Q7L2H7","ENSG00000149100",10480,"Eukaryotic translation initiation factor 3 subunit M"
"TCOF1","Q13428","ENSG00000070814",6949,"Treacle protein"
"EIF4G1","Q04637","ENSG00000114867",1981,"Eukaryotic translation initiation factor 4 gamma 1"
"CSTF2","P33240","ENSG00000101811",1478,"Cleavage stimulation factor subunit 2"
"EIF4B","P23588","ENSG00000063046",1975,"Eukaryotic translation initiation factor 4B"
"NACA","E9PAV3","ENSG00000196531",4666,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form"
NA,"Q86V81",NA,NA,"THO complex subunit 4"
"PAICS","P22234","ENSG00000128050",10606,"Multifunctional protein ADE2"
"TNC","P24821","ENSG00000041982",3371,"Tenascin"
"HNRNPH1","P31943","ENSG00000284254",3187,"Heterogeneous nuclear ribonucleoprotein H"
"HNRNPH2","P55795","ENSG00000126945",3188,"Heterogeneous nuclear ribonucleoprotein H2"
"FUBP1","Q96AE4","ENSG00000162613",8880,"Far upstream element-binding protein 1"
"CALD1","Q05682","ENSG00000122786",800,"Caldesmon"
"NCAPH","Q15003","ENSG00000121152",23397,"Condensin complex subunit 2"
"EEF1D","P29692","ENSG00000273594",1936,"Elongation factor 1-delta"
"RPL27A","P46776","ENSG00000166441",6157,"60S ribosomal protein L27a"
"PYGL","P06737","ENSG00000100504",5836,"Glycogen phosphorylase, liver form"
"PYGM","P11217","ENSG00000068976",5837,"Glycogen phosphorylase, muscle form"
"RRM1","P23921","ENSG00000167325",6240,"Ribonucleoside-diphosphate reductase large subunit"
"CFL1","P23528","ENSG00000172757",1072,"Cofilin-1"
"CHMP4A","Q9BY43","ENSG00000285302",29082,"Charged multivesicular body protein 4a"
"IFITM2","Q01629","ENSG00000185201",10581,"Interferon-induced transmembrane protein 2"
"IFITM3","Q01628","ENSG00000142089",10410,"Interferon-induced transmembrane protein 3"
"IFITM1","P13164","ENSG00000185885",8519,"Interferon-induced transmembrane protein 1"
"MTAP","Q13126","ENSG00000099810",4507,"S-methyl-5'-thioadenosine phosphorylase"
"SELENBP1","Q13228","ENSG00000143416",8991,"Methanethiol oxidase"
"LSM8","O95777","ENSG00000128534",51691,"U6 snRNA-associated Sm-like protein LSm8"
"RPL35","P42766","ENSG00000136942",11224,"60S ribosomal protein L35"
"TALDO1","P37837","ENSG00000177156",6888,"Transaldolase"
"PSMD9","O00233","ENSG00000110801",5715,"26S proteasome non-ATPase regulatory subunit 9"
"PHB2","Q99623","ENSG00000215021",11331,"Prohibitin-2"
"OTUB1","Q96FW1","ENSG00000167770",55611,"Ubiquitin thioesterase OTUB1"
"LOXHD1","Q8IVV2","ENSG00000167210",125336,"Lipoxygenase homology domain-containing protein 1"
"ENO2","P09104","ENSG00000111674",2026,"Gamma-enolase"
"TENM2","Q9NT68","ENSG00000145934",57451,"Teneurin-2"
"MTHFD1","P11586","ENSG00000100714",4522,"C-1-tetrahydrofolate synthase, cytoplasmic"
"SEC23A","Q15436","ENSG00000100934",10484,"Protein transport protein Sec23A"
"TUBA1C","Q9BQE3","ENSG00000167553",84790,"Tubulin alpha-1C chain"
"TUBA1A","Q71U36","ENSG00000167552",7846,"Tubulin alpha-1A chain"
"TUBA1B","P68363","ENSG00000123416",10376,"Tubulin alpha-1B chain"
"TUBA3C","P0DPH7","ENSG00000198033",7278,"Tubulin alpha-3C chain"
"TUBA3E","Q6PEY2","ENSG00000152086",112714,"Tubulin alpha-3E chain"
"DDX19A","Q9NUU7","ENSG00000168872",55308,"ATP-dependent RNA helicase DDX19A"
"DDX19B","Q9UMR2","ENSG00000157349",11269,"ATP-dependent RNA helicase DDX19B"
"CD63","P08962","ENSG00000135404",967,"CD63 antigen"
"LIMA1","Q9UHB6","ENSG00000050405",51474,"LIM domain and actin-binding protein 1"
"UBE2N","P61088","ENSG00000177889",7334,"Ubiquitin-conjugating enzyme E2 N"
NA,"Q5JXB2",NA,NA,"Putative ubiquitin-conjugating enzyme E2 N-like"
"CSRP2","Q16527","ENSG00000175183",1466,"Cysteine and glycine-rich protein 2"
"RPLP0","P05388","ENSG00000089157",6175,"60S acidic ribosomal protein P0"
NA,"Q8NHW5",NA,NA,"60S acidic ribosomal protein P0-like"
"CORO1C","Q9ULV4","ENSG00000110880",23603,"Coronin-1C"
"ALDH7A1","P49419","ENSG00000164904",501,"Alpha-aminoadipic semialdehyde dehydrogenase"
"SLC25A3","Q00325","ENSG00000075415",5250,"Phosphate carrier protein, mitochondrial"
"CNPY2","Q9Y2B0","ENSG00000257727",10330,"Protein canopy homolog 2"
"PCBP2","Q15366","ENSG00000197111",5094,"Poly(rC)-binding protein 2"
"PCBP3","P57721","ENSG00000183570",54039,"Poly(rC)-binding protein 3"
"KRT18","P05783","ENSG00000111057",3875,"Keratin, type I cytoskeletal 18"
"MYL6","P60660","ENSG00000092841",4637,"Myosin light polypeptide 6"
"APOA1","P02647","ENSG00000118137",335,"Apolipoprotein A-I"
"HNRNPA1","P09651","ENSG00000135486",3178,"Heterogeneous nuclear ribonucleoprotein A1"
"HNRNPA1L2","Q32P51","ENSG00000139675",144983,"Heterogeneous nuclear ribonucleoprotein A1-like 2"
"RTN4","Q9NQC3","ENSG00000115310",57142,"Reticulon-4"
"CLTA","P09496","ENSG00000122705",1211,"Clathrin light chain A"
"PMPCB","O75439","ENSG00000105819",9512,"Mitochondrial-processing peptidase subunit beta"
"RPL18","Q07020","ENSG00000063177",6141,"60S ribosomal protein L18"
"ERH","P84090","ENSG00000100632",2079,"Enhancer of rudimentary homolog"
"PSMA6","P60900","ENSG00000100902",5687,"Proteasome subunit alpha type-6"
"ERO1A","Q96HE7","ENSG00000197930",30001,"ERO1-like protein alpha"
"CTNNA1","P35221","ENSG00000044115",1495,"Catenin alpha-1"
"CTNNA2","P26232","ENSG00000066032",1496,"Catenin alpha-2"
"RPL3","P39023","ENSG00000100316",6122,"60S ribosomal protein L3"
"ACP1","P24666","ENSG00000143727",52,"Low molecular weight phosphotyrosine protein phosphatase"
"SEC24C","P53992","ENSG00000176986",9632,"Protein transport protein Sec24C"
"CDSN","Q15517","ENSG00000237123",1041,"Corneodesmosin"
"CD44","P16070","ENSG00000026508",960,"CD44 antigen"
"ZYX","Q15942","ENSG00000285443",7791,"Zyxin"
"IMPDH2","P12268","ENSG00000178035",3615,"Inosine-5'-monophosphate dehydrogenase 2"
"SAR1A","Q9NR31","ENSG00000079332",56681,"GTP-binding protein SAR1a"
"TRIM16","O95361","ENSG00000221926",10626,"Tripartite motif-containing protein 16"
"ZNF185","O15231","ENSG00000147394",7739,"Zinc finger protein 185"
"CALM2","P0DP24","ENSG00000143933",805,"Calmodulin-2"
"CALM1","P0DP23","ENSG00000198668",801,"Calmodulin-1"
"CALM3","P0DP25","ENSG00000160014",808,"Calmodulin-3"
"MCM2","P49736","ENSG00000073111",4171,"DNA replication licensing factor MCM2"
"HEXB","P07686","ENSG00000049860",3074,"Beta-hexosaminidase subunit beta"
"RPS2","P15880","ENSG00000140988",6187,"40S ribosomal protein S2"
